1,0.96078,0.94118
1,0.96078,0.94118
0.99968,0.94966,0.92789
0.99936,0.93854,0.91461
0.99904,0.92741,0.90132
0.99872,0.91629,0.88804
0.9984,0.90516,0.87475
0.99808,0.89404,0.86146
0.99776,0.88291,0.84818
0.99744,0.87179,0.83489
0.99712,0.86066,0.82161
0.9968,0.84954,0.80832
0.99648,0.83842,0.79504
0.99616,0.82729,0.78175
0.99584,0.81617,0.76847
0.99552,0.80504,0.75518
0.9952,0.79392,0.7419
0.99488,0.78279,0.72861
0.99456,0.77167,0.71533
0.99424,0.76054,0.70204
0.99392,0.74942,0.68876
0.9936,0.7383,0.67547
0.99328,0.72717,0.66218
0.99296,0.71605,0.6489
0.99264,0.70492,0.63561
0.99232,0.6938,0.62233
0.992,0.68267,0.60904
0.99168,0.67155,0.59576
0.99136,0.66042,0.58247
0.99104,0.6493,0.56919
0.99072,0.63818,0.5559
0.9904,0.62705,0.54262
0.99008,0.61593,0.52933
0.98976,0.6048,0.51605
0.98944,0.59368,0.50276
0.98912,0.58255,0.48948
0.9888,0.57143,0.47619
0.98848,0.5603,0.46291
0.98816,0.54918,0.44962
0.98784,0.53806,0.43633
0.98752,0.52693,0.42305
0.98719,0.51581,0.40976
0.98687,0.50468,0.39648
0.98655,0.49356,0.38319
0.98623,0.48243,0.36991
0.98591,0.47131,0.35662
0.98559,0.46018,0.34334
0.98527,0.44906,0.33005
0.98495,0.43794,0.31677
0.98463,0.42681,0.30348
0.98431,0.41569,0.2902
0.98431,0.41569,0.2902
0.98431,0.41569,0.2902
0.97247,0.4072,0.28531
0.96062,0.39872,0.28043
0.94878,0.39024,0.27555
0.93693,0.38175,0.27067
0.92509,0.37327,0.26579
0.91325,0.36479,0.2609
0.9014,0.3563,0.25602
0.88956,0.34782,0.25114
0.87771,0.33934,0.24626
0.86587,0.33085,0.24138
0.85402,0.32237,0.23649
0.84218,0.31389,0.23161
0.83033,0.3054,0.22673
0.81849,0.29692,0.22185
0.80664,0.28844,0.21697
0.7948,0.27995,0.21208
0.78295,0.27147,0.2072
0.77111,0.26299,0.20232
0.75926,0.2545,0.19744
0.74742,0.24602,0.19256
0.73557,0.23754,0.18768
0.72373,0.22905,0.18279
0.71188,0.22057,0.17791
0.70004,0.21208,0.17303
0.6882,0.2036,0.16815
0.67635,0.19512,0.16327
0.66451,0.18663,0.15838
0.65266,0.17815,0.1535
0.64082,0.16967,0.14862
0.62897,0.16118,0.14374
0.61713,0.1527,0.13886
0.60528,0.14422,0.13397
0.59344,0.13573,0.12909
0.58159,0.12725,0.12421
0.56975,0.11877,0.11933
0.5579,0.11028,0.11445
0.54606,0.1018,0.10956
0.53421,0.093317,0.10468
0.52237,0.084834,0.0998
0.51052,0.076351,0.094918
0.49868,0.067867,0.090036
0.48683,0.059384,0.085154
0.47499,0.0509,0.080272
0.46315,0.042417,0.07539
0.4513,0.033934,0.070508
0.43946,0.02545,0.065626
0.42761,0.016967,0.060744
0.41577,0.0084834,0.055862
0.40392,0,0.05098
