0.96863,0.98824,0.96078
0.96863,0.98824,0.96078
0.95814,0.98375,0.95062
0.94766,0.97927,0.94046
0.93717,0.97479,0.93029
0.92669,0.97031,0.92013
0.91621,0.96583,0.90996
0.90572,0.96134,0.8998
0.89524,0.95686,0.88964
0.88475,0.95238,0.87947
0.87427,0.9479,0.86931
0.86379,0.94342,0.85914
0.8533,0.93894,0.84898
0.84282,0.93445,0.83882
0.83233,0.92997,0.82865
0.82185,0.92549,0.81849
0.81136,0.92101,0.80832
0.80088,0.91653,0.79816
0.7904,0.91204,0.788
0.77991,0.90756,0.77783
0.76943,0.90308,0.76767
0.75894,0.8986,0.7575
0.74846,0.89412,0.74734
0.73798,0.88964,0.73717
0.72749,0.88515,0.72701
0.71701,0.88067,0.71685
0.70652,0.87619,0.70668
0.69604,0.87171,0.69652
0.68555,0.86723,0.68635
0.67507,0.86275,0.67619
0.66459,0.85826,0.66603
0.6541,0.85378,0.65586
0.64362,0.8493,0.6457
0.63313,0.84482,0.63553
0.62265,0.84034,0.62537
0.61216,0.83585,0.61521
0.60168,0.83137,0.60504
0.5912,0.82689,0.59488
0.58071,0.82241,0.58471
0.57023,0.81793,0.57455
0.55974,0.81345,0.56439
0.54926,0.80896,0.55422
0.53878,0.80448,0.54406
0.52829,0.8,0.53389
0.51781,0.79552,0.52373
0.50732,0.79104,0.51357
0.49684,0.78655,0.5034
0.48635,0.78207,0.49324
0.47587,0.77759,0.48307
0.46539,0.77311,0.47291
0.4549,0.76863,0.46275
0.4549,0.76863,0.46275
0.4549,0.76863,0.46275
0.44562,0.75838,0.45546
0.43633,0.74814,0.44818
0.42705,0.7379,0.4409
0.41777,0.72765,0.43361
0.40848,0.71741,0.42633
0.3992,0.70716,0.41905
0.38992,0.69692,0.41176
0.38063,0.68667,0.40448
0.37135,0.67643,0.3972
0.36206,0.66619,0.38992
0.35278,0.65594,0.38263
0.3435,0.6457,0.37535
0.33421,0.63545,0.36807
0.32493,0.62521,0.36078
0.31565,0.61497,0.3535
0.30636,0.60472,0.34622
0.29708,0.59448,0.33894
0.2878,0.58423,0.33165
0.27851,0.57399,0.32437
0.26923,0.56375,0.31709
0.25994,0.5535,0.3098
0.25066,0.54326,0.30252
0.24138,0.53301,0.29524
0.23209,0.52277,0.28796
0.22281,0.51253,0.28067
0.21353,0.50228,0.27339
0.20424,0.49204,0.26611
0.19496,0.48179,0.25882
0.18567,0.47155,0.25154
0.17639,0.4613,0.24426
0.16711,0.45106,0.23697
0.15782,0.44082,0.22969
0.14854,0.43057,0.22241
0.13926,0.42033,0.21513
0.12997,0.41008,0.20784
0.12069,0.39984,0.20056
0.1114,0.3896,0.19328
0.10212,0.37935,0.18599
0.092837,0.36911,0.17871
0.083553,0.35886,0.17143
0.07427,0.34862,0.16415
0.064986,0.33838,0.15686
0.055702,0.32813,0.14958
0.046419,0.31789,0.1423
0.037135,0.30764,0.13501
0.027851,0.2974,0.12773
0.018567,0.28715,0.12045
0.0092837,0.27691,0.11317
0,0.26667,0.10588
