0.98824,0.98431,0.99216
0.98824,0.98431,0.99216
0.98071,0.97655,0.98792
0.97319,0.96879,0.98367
0.96567,0.96102,0.97943
0.95814,0.95326,0.97519
0.95062,0.9455,0.97095
0.9431,0.93774,0.96671
0.93557,0.92997,0.96246
0.92805,0.92221,0.95822
0.92053,0.91445,0.95398
0.91301,0.90668,0.94974
0.90548,0.89892,0.9455
0.89796,0.89116,0.94126
0.89044,0.88339,0.93701
0.88291,0.87563,0.93277
0.87539,0.86787,0.92853
0.86787,0.8601,0.92429
0.86034,0.85234,0.92005
0.85282,0.84458,0.91581
0.8453,0.83681,0.91156
0.83778,0.82905,0.90732
0.83025,0.82129,0.90308
0.82273,0.81353,0.89884
0.81521,0.80576,0.8946
0.80768,0.798,0.89036
0.80016,0.79024,0.88611
0.79264,0.78247,0.88187
0.78511,0.77471,0.87763
0.77759,0.76695,0.87339
0.77007,0.75918,0.86915
0.76255,0.75142,0.86491
0.75502,0.74366,0.86066
0.7475,0.73589,0.85642
0.73998,0.72813,0.85218
0.73245,0.72037,0.84794
0.72493,0.71261,0.8437
0.71741,0.70484,0.83946
0.70988,0.69708,0.83521
0.70236,0.68932,0.83097
0.69484,0.68155,0.82673
0.68731,0.67379,0.82249
0.67979,0.66603,0.81825
0.67227,0.65826,0.81401
0.66475,0.6505,0.80976
0.65722,0.64274,0.80552
0.6497,0.63497,0.80128
0.64218,0.62721,0.79704
0.63465,0.61945,0.7928
0.62713,0.61168,0.78856
0.61961,0.60392,0.78431
0.61961,0.60392,0.78431
0.61961,0.60392,0.78431
0.612,0.5916,0.77831
0.6044,0.57927,0.77231
0.5968,0.56695,0.76631
0.5892,0.55462,0.7603
0.58159,0.5423,0.7543
0.57399,0.52997,0.7483
0.56639,0.51765,0.7423
0.55878,0.50532,0.73629
0.55118,0.493,0.73029
0.54358,0.48067,0.72429
0.53597,0.46835,0.71829
0.52837,0.45602,0.71228
0.52077,0.4437,0.70628
0.51317,0.43137,0.70028
0.50556,0.41905,0.69428
0.49796,0.40672,0.68828
0.49036,0.3944,0.68227
0.48275,0.38207,0.67627
0.47515,0.36975,0.67027
0.46755,0.35742,0.66427
0.45994,0.3451,0.65826
0.45234,0.33277,0.65226
0.44474,0.32045,0.64626
0.43713,0.30812,0.64026
0.42953,0.2958,0.63425
0.42193,0.28347,0.62825
0.41433,0.27115,0.62225
0.40672,0.25882,0.61625
0.39912,0.2465,0.61024
0.39152,0.23417,0.60424
0.38391,0.22185,0.59824
0.37631,0.20952,0.59224
0.36871,0.1972,0.58623
0.3611,0.18487,0.58023
0.3535,0.17255,0.57423
0.3459,0.16022,0.56823
0.3383,0.1479,0.56222
0.33069,0.13557,0.55622
0.32309,0.12325,0.55022
0.31549,0.11092,0.54422
0.30788,0.098599,0.53822
0.30028,0.086275,0.53221
0.29268,0.07395,0.52621
0.28507,0.061625,0.52021
0.27747,0.0493,0.51421
0.26987,0.036975,0.5082
0.26226,0.02465,0.5022
0.25466,0.012325,0.4962
0.24706,0,0.4902
