0.96863,0.98431,1
0.96863,0.98431,1
0.95742,0.97815,0.99672
0.94622,0.97199,0.99344
0.93501,0.96583,0.99016
0.92381,0.95966,0.98687
0.91261,0.9535,0.98359
0.9014,0.94734,0.98031
0.8902,0.94118,0.97703
0.87899,0.93501,0.97375
0.86779,0.92885,0.97047
0.85658,0.92269,0.96719
0.84538,0.91653,0.96391
0.83417,0.91036,0.96062
0.82297,0.9042,0.95734
0.81176,0.89804,0.95406
0.80056,0.89188,0.95078
0.78936,0.88571,0.9475
0.77815,0.87955,0.94422
0.76695,0.87339,0.94094
0.75574,0.86723,0.93766
0.74454,0.86106,0.93437
0.73333,0.8549,0.93109
0.72213,0.84874,0.92781
0.71092,0.84258,0.92453
0.69972,0.83641,0.92125
0.68852,0.83025,0.91797
0.67731,0.82409,0.91469
0.66611,0.81793,0.9114
0.6549,0.81176,0.90812
0.6437,0.8056,0.90484
0.63249,0.79944,0.90156
0.62129,0.79328,0.89828
0.61008,0.78711,0.895
0.59888,0.78095,0.89172
0.58768,0.77479,0.88844
0.57647,0.76863,0.88515
0.56527,0.76246,0.88187
0.55406,0.7563,0.87859
0.54286,0.75014,0.87531
0.53165,0.74398,0.87203
0.52045,0.73782,0.86875
0.50924,0.73165,0.86547
0.49804,0.72549,0.86218
0.48683,0.71933,0.8589
0.47563,0.71317,0.85562
0.46443,0.707,0.85234
0.45322,0.70084,0.84906
0.44202,0.69468,0.84578
0.43081,0.68852,0.8425
0.41961,0.68235,0.83922
0.41961,0.68235,0.83922
0.41961,0.68235,0.83922
0.41168,0.67227,0.83065
0.40376,0.66218,0.82209
0.39584,0.6521,0.81353
0.38792,0.64202,0.80496
0.37999,0.63193,0.7964
0.37207,0.62185,0.78784
0.36415,0.61176,0.77927
0.35622,0.60168,0.77071
0.3483,0.5916,0.76214
0.34038,0.58151,0.75358
0.33245,0.57143,0.74502
0.32453,0.56134,0.73645
0.31661,0.55126,0.72789
0.30868,0.54118,0.71933
0.30076,0.53109,0.71076
0.29284,0.52101,0.7022
0.28491,0.51092,0.69364
0.27699,0.50084,0.68507
0.26907,0.49076,0.67651
0.26114,0.48067,0.66795
0.25322,0.47059,0.65938
0.2453,0.4605,0.65082
0.23737,0.45042,0.64226
0.22945,0.44034,0.63369
0.22153,0.43025,0.62513
0.21361,0.42017,0.61657
0.20568,0.41008,0.608
0.19776,0.4,0.59944
0.18984,0.38992,0.59088
0.18191,0.37983,0.58231
0.17399,0.36975,0.57375
0.16607,0.35966,0.56519
0.15814,0.34958,0.55662
0.15022,0.3395,0.54806
0.1423,0.32941,0.5395
0.13437,0.31933,0.53093
0.12645,0.30924,0.52237
0.11853,0.29916,0.51381
0.1106,0.28908,0.50524
0.10268,0.27899,0.49668
0.094758,0.26891,0.48812
0.086835,0.25882,0.47955
0.078912,0.24874,0.47099
0.070988,0.23866,0.46242
0.063065,0.22857,0.45386
0.055142,0.21849,0.4453
0.047219,0.2084,0.43673
0.039296,0.19832,0.42817
0.031373,0.18824,0.41961
