roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
124,1123,7Networks_LH_SomMot_48,70,130,186,0,-47,-17,51
125,1124,7Networks_LH_SomMot_49,70,130,187,0,-52,-24,55
126,1125,7Networks_LH_SomMot_50,70,131,180,0,-44,-32,52
127,1126,7Networks_LH_SomMot_51,70,131,181,0,-44,-12,51
128,1127,7Networks_LH_SomMot_52,70,131,182,0,-7,-17,49
129,1128,7Networks_LH_SomMot_53,70,131,183,0,-37,-22,48
130,1129,7Networks_LH_SomMot_54,70,131,184,0,-47,-20,60
131,1130,7Networks_LH_SomMot_55,70,131,185,0,-39,-37,55
132,1131,7Networks_LH_SomMot_56,70,131,186,0,-44,-34,63
133,1132,7Networks_LH_SomMot_57,70,131,187,0,-39,-15,61
134,1133,7Networks_LH_SomMot_58,70,132,180,0,-5,-26,55
135,1134,7Networks_LH_SomMot_59,70,132,181,0,-39,-27,58
136,1135,7Networks_LH_SomMot_60,70,132,182,0,-4,-13,58
137,1136,7Networks_LH_SomMot_61,70,132,183,0,-8,-39,56
138,1137,7Networks_LH_SomMot_62,70,132,184,0,-34,-26,54
139,1138,7Networks_LH_SomMot_63,70,132,185,0,-32,-39,62
140,1139,7Networks_LH_SomMot_64,70,132,186,0,-30,-47,63
141,1140,7Networks_LH_SomMot_65,70,132,187,0,-28,-11,65
142,1141,7Networks_LH_SomMot_66,70,133,180,0,-30,-22,67
143,1142,7Networks_LH_SomMot_67,70,133,181,0,-31,-29,68
144,1143,7Networks_LH_SomMot_68,70,133,182,0,-27,-29,55
145,1144,7Networks_LH_SomMot_69,70,133,183,0,-18,-10,63
146,1145,7Networks_LH_SomMot_70,70,133,184,0,-3,-20,66
147,1146,7Networks_LH_SomMot_71,70,133,185,0,-21,-12,72
148,1147,7Networks_LH_SomMot_72,70,133,186,0,-24,-38,69
149,1148,7Networks_LH_SomMot_73,70,133,187,0,-7,-8,71
150,1149,7Networks_LH_SomMot_74,70,134,180,0,-8,-43,69
151,1150,7Networks_LH_SomMot_75,70,134,181,0,-20,-50,68
152,1151,7Networks_LH_SomMot_76,70,134,182,0,-14,-4,69
153,1152,7Networks_LH_SomMot_77,70,134,183,0,-3,-31,66
154,1153,7Networks_LH_SomMot_78,70,134,184,0,-19,-24,68
155,1154,7Networks_LH_SomMot_79,70,134,185,0,-20,-31,67
156,1155,7Networks_LH_SomMot_80,70,134,186,0,-15,-48,74
157,1156,7Networks_LH_SomMot_81,70,134,187,0,-15,-14,74
158,1157,7Networks_LH_SomMot_82,70,135,180,0,-7,-17,75
159,1158,7Networks_LH_SomMot_83,70,135,181,0,-18,-39,74
160,1159,7Networks_LH_SomMot_84,70,135,182,0,-12,-26,73
161,1160,7Networks_LH_SomMot_85,70,135,183,0,-13,-32,73
162,1161,7Networks_LH_SomMot_86,70,135,184,0,-10,-36,78
163,1162,7Networks_LH_SomMot_87,70,135,185,0,-6,-35,73
164,1163,7Networks_LH_DorsAttn_Post_1,0,116,11,0,-46,-43,-21
165,1164,7Networks_LH_DorsAttn_Post_2,0,116,12,0,-54,-50,-21
166,1165,7Networks_LH_DorsAttn_Post_3,0,116,13,0,-44,-55,-15
167,1166,7Networks_LH_DorsAttn_Post_4,0,116,14,0,-48,-60,-10
168,1167,7Networks_LH_DorsAttn_Post_5,0,117,7,0,-45,-65,-1
169,1168,7Networks_LH_DorsAttn_Post_6,0,117,8,0,-57,-59,-5
170,1169,7Networks_LH_DorsAttn_Post_7,0,117,9,0,-52,-68,4
171,1170,7Networks_LH_DorsAttn_Post_8,0,117,10,0,-57,-61,6
172,1171,7Networks_LH_DorsAttn_Post_9,0,117,11,0,-47,-66,9
173,1172,7Networks_LH_DorsAttn_Post_10,0,117,12,0,-48,-61,13
174,1173,7Networks_LH_DorsAttn_Post_11,0,117,13,0,-45,-68,17
175,1174,7Networks_LH_DorsAttn_Post_12,0,117,14,0,-45,-74,23
176,1175,7Networks_LH_DorsAttn_Post_13,0,118,7,0,-29,-77,39
177,1176,7Networks_LH_DorsAttn_Post_14,0,118,8,0,-25,-69,32
178,1177,7Networks_LH_DorsAttn_Post_15,0,118,9,0,-56,-25,40
179,1178,7Networks_LH_DorsAttn_Post_16,0,118,10,0,-27,-67,40
180,1179,7Networks_LH_DorsAttn_Post_17,0,118,11,0,-56,-33,46
181,1180,7Networks_LH_DorsAttn_Post_18,0,118,12,0,-49,-29,42
182,1181,7Networks_LH_DorsAttn_Post_19,0,118,13,0,-43,-38,42
183,1182,7Networks_LH_DorsAttn_Post_20,0,118,15,0,-19,-79,51
184,1183,7Networks_LH_DorsAttn_Post_21,0,118,16,0,-30,-61,47
185,1184,7Networks_LH_DorsAttn_Post_22,0,118,17,0,-19,-71,47
186,1185,7Networks_LH_DorsAttn_Post_23,0,118,18,0,-43,-32,43
187,1186,7Networks_LH_DorsAttn_Post_24,0,118,19,0,-23,-64,49
188,1187,7Networks_LH_DorsAttn_Post_25,0,118,20,0,-36,-37,46
189,1188,7Networks_LH_DorsAttn_Post_26,0,118,21,0,-32,-46,45
190,1189,7Networks_LH_DorsAttn_Post_27,0,119,14,0,-28,-54,49
191,1190,7Networks_LH_DorsAttn_Post_28,0,119,15,0,-27,-59,54
192,1191,7Networks_LH_DorsAttn_Post_29,0,119,16,0,-12,-74,54
193,1192,7Networks_LH_DorsAttn_Post_30,0,119,17,0,-38,-51,57
194,1193,7Networks_LH_DorsAttn_Post_31,0,119,18,0,-38,-42,57
195,1194,7Networks_LH_DorsAttn_Post_32,0,119,19,0,-32,-57,59
196,1195,7Networks_LH_DorsAttn_Post_33,0,119,20,0,-6,-70,58
197,1196,7Networks_LH_DorsAttn_Post_34,0,119,21,0,-20,-70,58
198,1197,7Networks_LH_DorsAttn_Post_35,0,120,14,0,-28,-63,61
199,1198,7Networks_LH_DorsAttn_Post_36,0,120,15,0,-4,-53,57
200,1199,7Networks_LH_DorsAttn_Post_37,0,120,16,0,-14,-65,62
201,1200,7Networks_LH_DorsAttn_Post_38,0,120,17,0,-34,-56,65
202,1201,7Networks_LH_DorsAttn_Post_39,0,120,18,0,-7,-61,61
203,1202,7Networks_LH_DorsAttn_Post_40,0,120,19,0,-23,-58,64
204,1203,7Networks_LH_DorsAttn_Post_41,0,120,20,0,-7,-53,68
205,1204,7Networks_LH_DorsAttn_Post_42,0,120,21,0,-15,-59,68
206,1205,7Networks_LH_DorsAttn_FEF_1,0,118,14,0,-42,-3,50
207,1206,7Networks_LH_DorsAttn_FEF_2,0,118,22,0,-28,3,57
208,1207,7Networks_LH_DorsAttn_FEF_3,0,119,22,0,-32,-6,52
209,1208,7Networks_LH_DorsAttn_FEF_4,0,120,22,0,-23,-6,55
210,1209,7Networks_LH_DorsAttn_FEF_5,0,121,15,0,-22,4,65
211,1210,7Networks_LH_DorsAttn_PrCv_1,0,119,13,0,-58,6,24
212,1211,7Networks_LH_DorsAttn_PrCv_2,0,121,14,0,-45,5,25
213,1212,7Networks_LH_DorsAttn_PrCv_3,0,121,16,0,-48,4,31
214,1213,7Networks_LH_DorsAttn_PrCv_4,0,121,17,0,-51,2,38
215,1214,7Networks_LH_DorsAttn_PrCv_5,0,121,18,0,-47,3,43
216,1215,7Networks_LH_SalVentAttn_ParOper_1,196,58,246,0,-61,-46,22
217,1216,7Networks_LH_SalVentAttn_ParOper_2,196,58,247,0,-47,-36,26
218,1217,7Networks_LH_SalVentAttn_ParOper_3,196,58,248,0,-52,-43,25
219,1218,7Networks_LH_SalVentAttn_ParOper_4,196,58,249,0,-59,-24,20
220,1219,7Networks_LH_SalVentAttn_ParOper_5,196,58,251,0,-60,-30,23
221,1220,7Networks_LH_SalVentAttn_ParOper_6,196,58,252,0,-57,-38,29
222,1221,7Networks_LH_SalVentAttn_ParOper_7,196,58,253,0,-61,-44,31
223,1222,7Networks_LH_SalVentAttn_ParOper_8,196,58,254,0,-59,-16,29
224,1223,7Networks_LH_SalVentAttn_ParOper_9,196,58,255,0,-62,-24,34
225,1224,7Networks_LH_SalVentAttn_ParOper_10,193,51,250,0,-61,-32,34
226,1225,7Networks_LH_SalVentAttn_ParOper_11,193,52,243,0,-62,-37,38
227,1226,7Networks_LH_SalVentAttn_TempOcc_1,193,51,249,0,-56,-56,13
228,1227,7Networks_LH_SalVentAttn_FrOperIns_1,196,58,250,0,-35,9,-13
229,1228,7Networks_LH_SalVentAttn_FrOperIns_2,196,59,243,0,-39,4,-8
230,1229,7Networks_LH_SalVentAttn_FrOperIns_3,196,59,244,0,-39,-8,-9
231,1230,7Networks_LH_SalVentAttn_FrOperIns_4,196,59,245,0,-39,0,1
232,1231,7Networks_LH_SalVentAttn_FrOperIns_5,196,59,246,0,-34,30,-1
233,1232,7Networks_LH_SalVentAttn_FrOperIns_6,196,59,247,0,-41,-13,-5
234,1233,7Networks_LH_SalVentAttn_FrOperIns_7,196,59,248,0,-30,19,6
235,1234,7Networks_LH_SalVentAttn_FrOperIns_8,196,59,249,0,-34,26,7
236,1235,7Networks_LH_SalVentAttn_FrOperIns_9,196,59,251,0,-37,-3,9
237,1236,7Networks_LH_SalVentAttn_FrOperIns_10,196,59,252,0,-38,-16,5
238,1237,7Networks_LH_SalVentAttn_FrOperIns_11,196,59,253,0,-32,14,11
239,1238,7Networks_LH_SalVentAttn_FrOperIns_12,196,59,254,0,-38,19,8
240,1239,7Networks_LH_SalVentAttn_FrOperIns_13,196,59,255,0,-37,5,12
241,1240,7Networks_LH_SalVentAttn_FrOperIns_14,193,52,250,0,-43,12,2
242,1241,7Networks_LH_SalVentAttn_FrOperIns_15,193,53,243,0,-42,-2,13
243,1242,7Networks_LH_SalVentAttn_FrOperIns_16,193,53,244,0,-49,7,0
244,1243,7Networks_LH_SalVentAttn_FrOperIns_17,193,53,245,0,-46,-3,9
245,1244,7Networks_LH_SalVentAttn_FrOperIns_18,193,53,246,0,-54,1,5
246,1245,7Networks_LH_SalVentAttn_FrOperIns_19,193,53,247,0,-55,9,9
247,1246,7Networks_LH_SalVentAttn_FrOperIns_20,193,53,248,0,-57,7,16
248,1247,7Networks_LH_SalVentAttn_PFCl_1,193,52,249,0,-30,45,28
249,1248,7Networks_LH_SalVentAttn_PFCl_2,193,52,251,0,-26,37,40
250,1249,7Networks_LH_SalVentAttn_Med_1,197,58,244,0,-6,17,31
251,1250,7Networks_LH_SalVentAttn_Med_2,197,58,245,0,-6,4,39
252,1251,7Networks_LH_SalVentAttn_Med_3,197,58,246,0,-8,-20,39
253,1252,7Networks_LH_SalVentAttn_Med_4,197,58,247,0,-6,15,42
254,1253,7Networks_LH_SalVentAttn_Med_5,197,58,248,0,-12,-32,40
255,1254,7Networks_LH_SalVentAttn_Med_6,197,58,249,0,-12,-21,41
256,1255,7Networks_LH_SalVentAttn_Med_7,197,58,251,0,-14,-41,46
257,1256,7Networks_LH_SalVentAttn_Med_8,197,58,252,0,-5,3,52
258,1257,7Networks_LH_SalVentAttn_Med_9,197,58,253,0,-4,-48,50
259,1258,7Networks_LH_SalVentAttn_Med_10,197,58,254,0,-12,-33,48
260,1259,7Networks_LH_SalVentAttn_Med_11,197,58,255,0,-12,-45,52
261,1260,7Networks_LH_SalVentAttn_Med_12,194,51,250,0,-9,-48,60
262,1261,7Networks_LH_SalVentAttn_Med_13,194,52,243,0,-4,-3,64
263,1262,7Networks_LH_SalVentAttn_Med_14,194,52,244,0,-13,9,66
264,1263,7Networks_LH_SalVentAttn_Med_15,194,52,245,0,-11,2,72
265,1264,7Networks_LH_Limbic_OFC_1,220,248,160,0,-15,18,-22
266,1265,7Networks_LH_Limbic_OFC_2,220,248,161,0,-24,15,-23
267,1266,7Networks_LH_Limbic_OFC_3,220,248,162,0,-11,28,-20
268,1267,7Networks_LH_Limbic_OFC_4,220,248,163,0,-24,28,-17
269,1268,7Networks_LH_Limbic_OFC_5,220,248,165,0,-19,40,-19
270,1269,7Networks_LH_Limbic_OFC_6,220,248,166,0,-8,48,-23
271,1270,7Networks_LH_Limbic_OFC_7,220,248,167,0,-5,19,-19
272,1271,7Networks_LH_Limbic_OFC_8,220,248,168,0,-3,38,-22
273,1272,7Networks_LH_Limbic_OFC_9,220,248,169,0,-13,58,-19
274,1273,7Networks_LH_Limbic_OFC_10,220,248,170,0,-4,18,-9
275,1274,7Networks_LH_Limbic_OFC_11,220,248,171,0,-8,65,-13
276,1275,7Networks_LH_Limbic_TempPole_1,220,248,158,0,-31,-2,-44
277,1276,7Networks_LH_Limbic_TempPole_2,220,248,159,0,-38,-12,-37
278,1277,7Networks_LH_Limbic_TempPole_3,220,248,164,0,-49,-11,-39
279,1278,7Networks_LH_Limbic_TempPole_4,220,248,172,0,-28,12,-40
280,1279,7Networks_LH_Limbic_TempPole_5,220,249,165,0,-28,-7,-34
281,1280,7Networks_LH_Limbic_TempPole_6,220,249,166,0,-44,5,-39
282,1281,7Networks_LH_Limbic_TempPole_7,220,249,167,0,-19,-1,-31
283,1282,7Networks_LH_Limbic_TempPole_8,220,249,168,0,-38,-18,-29
284,1283,7Networks_LH_Limbic_TempPole_9,220,249,169,0,-50,-26,-28
285,1284,7Networks_LH_Limbic_TempPole_10,220,249,170,0,-21,-14,-30
286,1285,7Networks_LH_Limbic_TempPole_11,220,249,171,0,-27,7,-29
287,1286,7Networks_LH_Limbic_TempPole_12,220,249,172,0,-43,-31,-22
288,1287,7Networks_LH_Limbic_TempPole_13,220,250,165,0,-42,17,-29
289,1288,7Networks_LH_Limbic_TempPole_14,220,250,166,0,-58,-33,-25
290,1289,7Networks_LH_Limbic_TempPole_15,220,250,167,0,-31,-27,-22
291,1290,7Networks_LH_Limbic_TempPole_16,220,250,168,0,-37,10,-25
292,1291,7Networks_LH_Limbic_TempPole_17,220,250,169,0,-42,4,-20
293,1292,7Networks_LH_Limbic_TempPole_18,220,250,170,0,-45,6,-15
294,1293,7Networks_LH_Cont_Par_1,230,148,30,0,-59,-48,41
295,1294,7Networks_LH_Cont_Par_2,230,148,31,0,-59,-42,46
296,1295,7Networks_LH_Cont_Par_3,230,148,32,0,-50,-53,49
297,1296,7Networks_LH_Cont_Par_4,230,148,33,0,-53,-47,52
298,1297,7Networks_LH_Cont_Par_5,230,148,35,0,-33,-67,49
299,1298,7Networks_LH_Cont_Par_6,230,148,36,0,-51,-40,49
300,1299,7Networks_LH_Cont_Par_7,230,148,37,0,-38,-59,50
301,1300,7Networks_LH_Cont_Par_8,230,148,38,0,-42,-53,48
302,1301,7Networks_LH_Cont_Par_9,230,148,39,0,-44,-45,50
303,1302,7Networks_LH_Cont_Par_10,230,148,40,0,-37,-45,39
304,1303,7Networks_LH_Cont_Par_11,230,148,41,0,-32,-53,41
305,1304,7Networks_LH_Cont_Temp_1,230,148,42,0,-59,-51,-14
306,1305,7Networks_LH_Cont_PFCd_1,230,149,35,0,-36,1,59
307,1306,7Networks_LH_Cont_PFCd_2,230,149,36,0,-23,9,52
308,1307,7Networks_LH_Cont_PFCd_3,230,149,37,0,-21,19,60
309,1308,7Networks_LH_Cont_PFCl_1,230,149,28,0,-40,51,-7
310,1309,7Networks_LH_Cont_PFCl_2,230,149,29,0,-39,49,6
311,1310,7Networks_LH_Cont_PFCl_3,230,149,30,0,-50,36,8
312,1311,7Networks_LH_Cont_PFCl_4,230,149,31,0,-29,56,10
313,1312,7Networks_LH_Cont_PFCl_5,230,149,32,0,-49,11,11
314,1313,7Networks_LH_Cont_PFCl_6,230,149,33,0,-46,27,19
315,1314,7Networks_LH_Cont_PFCl_7,230,149,34,0,-38,47,17
316,1315,7Networks_LH_Cont_PFCl_8,230,149,38,0,-42,37,16
317,1316,7Networks_LH_Cont_PFCl_9,230,149,39,0,-48,7,20
318,1317,7Networks_LH_Cont_PFCl_10,230,149,40,0,-48,16,25
319,1318,7Networks_LH_Cont_PFCl_11,230,149,41,0,-44,24,27
320,1319,7Networks_LH_Cont_PFCl_12,230,149,42,0,-43,37,29
321,1320,7Networks_LH_Cont_PFCl_13,230,150,35,0,-37,11,26
322,1321,7Networks_LH_Cont_PFCl_14,230,150,36,0,-37,8,31
323,1322,7Networks_LH_Cont_PFCl_15,230,150,37,0,-45,20,35
324,1323,7Networks_LH_Cont_PFCl_16,230,150,38,0,-35,32,38
325,1324,7Networks_LH_Cont_PFCl_17,230,150,39,0,-40,4,36
326,1325,7Networks_LH_Cont_OFC_1,231,148,35,0,-28,49,-13
327,1326,7Networks_LH_Cont_PFCv_1,231,148,36,0,-35,16,-7
328,1327,7Networks_LH_Cont_PFCv_2,231,148,37,0,-32,22,-1
329,1328,7Networks_LH_Cont_pCun_1,231,149,35,0,-8,-74,40
330,1329,7Networks_LH_Cont_pCun_2,231,149,36,0,-6,-78,49
331,1330,7Networks_LH_Cont_pCun_3,231,149,37,0,-3,-71,48
332,1331,7Networks_LH_Cont_pCun_4,231,149,38,0,-6,-63,52
333,1332,7Networks_LH_Cont_Cing_1,231,149,34,0,-7,-37,25
334,1333,7Networks_LH_Cont_Cing_2,231,149,39,0,-4,15,25
335,1334,7Networks_LH_Cont_Cing_3,231,149,40,0,-6,-29,27
336,1335,7Networks_LH_Cont_Cing_4,231,149,41,0,-4,-16,29
337,1336,7Networks_LH_Cont_Cing_5,231,149,42,0,-4,1,30
338,1337,7Networks_LH_Cont_Cing_6,231,150,35,0,-2,-27,30
339,1338,7Networks_LH_Cont_PFCmp_1,230,148,34,0,-5,25,35
340,1339,7Networks_LH_Cont_PFCmp_2,230,150,33,0,-3,28,47
341,1340,7Networks_LH_Cont_PFCmp_3,230,150,34,0,-6,15,53
342,1341,7Networks_LH_Default_Par_1,205,61,77,0,-46,-51,14
343,1342,7Networks_LH_Default_Par_2,205,61,78,0,-53,-48,15
344,1343,7Networks_LH_Default_Par_3,205,62,71,0,-63,-49,16
345,1344,7Networks_LH_Default_Par_4,205,62,72,0,-46,-60,20
346,1345,7Networks_LH_Default_Par_5,205,62,73,0,-41,-67,22
347,1346,7Networks_LH_Default_Par_6,205,62,74,0,-46,-52,23
348,1347,7Networks_LH_Default_Par_7,205,62,75,0,-57,-54,21
349,1348,7Networks_LH_Default_Par_8,205,62,76,0,-43,-77,29
350,1349,7Networks_LH_Default_Par_9,205,62,77,0,-47,-62,27
351,1350,7Networks_LH_Default_Par_10,205,62,79,0,-47,-69,29
352,1351,7Networks_LH_Default_Par_11,205,62,80,0,-45,-57,30
353,1352,7Networks_LH_Default_Par_12,205,62,81,0,-53,-57,29
354,1353,7Networks_LH_Default_Par_13,205,62,82,0,-36,-83,36
355,1354,7Networks_LH_Default_Par_14,205,62,83,0,-60,-53,29
356,1355,7Networks_LH_Default_Par_15,205,62,84,0,-44,-72,40
357,1356,7Networks_LH_Default_Par_16,205,62,85,0,-47,-64,37
358,1357,7Networks_LH_Default_Par_17,205,63,78,0,-52,-59,39
359,1358,7Networks_LH_Default_Par_18,205,63,79,0,-54,-51,39
360,1359,7Networks_LH_Default_Par_19,205,63,80,0,-35,-75,49
361,1360,7Networks_LH_Default_Par_20,205,63,81,0,-41,-67,50
362,1361,7Networks_LH_Default_Par_21,205,63,82,0,-47,-60,50
