roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
44,1043,7Networks_LH_DorsAttn_PrCv_1,0,119,16,0,-48,6,29
45,1044,7Networks_LH_SalVentAttn_ParOper_1,196,58,251,0,-56,-40,20
46,1045,7Networks_LH_SalVentAttn_ParOper_2,196,58,252,0,-61,-26,28
47,1046,7Networks_LH_SalVentAttn_ParOper_3,196,58,253,0,-60,-39,36
48,1047,7Networks_LH_SalVentAttn_FrOperIns_1,196,59,251,0,-39,-4,-4
49,1048,7Networks_LH_SalVentAttn_FrOperIns_2,196,59,252,0,-33,20,5
50,1049,7Networks_LH_SalVentAttn_FrOperIns_3,196,59,253,0,-39,1,11
51,1050,7Networks_LH_SalVentAttn_FrOperIns_4,196,59,254,0,-51,9,11
52,1051,7Networks_LH_SalVentAttn_PFCl_1,196,59,255,0,-28,43,31
53,1052,7Networks_LH_SalVentAttn_Med_1,197,58,251,0,-6,9,41
54,1053,7Networks_LH_SalVentAttn_Med_2,197,58,252,0,-11,-35,46
55,1054,7Networks_LH_SalVentAttn_Med_3,197,58,253,0,-6,-3,65
56,1055,7Networks_LH_Limbic_OFC_1,220,248,165,0,-24,22,-20
57,1056,7Networks_LH_Limbic_OFC_2,220,248,166,0,-10,35,-21
58,1057,7Networks_LH_Limbic_TempPole_1,220,248,167,0,-29,-6,-39
59,1058,7Networks_LH_Limbic_TempPole_2,220,248,168,0,-45,-20,-30
60,1059,7Networks_LH_Limbic_TempPole_3,220,248,169,0,-28,10,-34
61,1060,7Networks_LH_Limbic_TempPole_4,220,248,170,0,-43,8,-19
62,1061,7Networks_LH_Cont_Par_1,230,148,35,0,-53,-51,46
63,1062,7Networks_LH_Cont_Par_2,230,148,36,0,-35,-62,48
64,1063,7Networks_LH_Cont_Par_3,230,148,37,0,-45,-42,46
65,1064,7Networks_LH_Cont_Temp_1,230,148,38,0,-61,-43,-13
66,1065,7Networks_LH_Cont_OFC_1,230,149,34,0,-32,42,-13
67,1066,7Networks_LH_Cont_PFCl_1,230,149,36,0,-42,49,-6
68,1067,7Networks_LH_Cont_PFCl_2,230,149,37,0,-28,58,8
69,1068,7Networks_LH_Cont_PFCl_3,230,149,38,0,-42,40,16
70,1069,7Networks_LH_Cont_PFCl_4,230,149,39,0,-44,20,27
71,1070,7Networks_LH_Cont_PFCl_5,230,149,40,0,-43,6,43
72,1071,7Networks_LH_Cont_pCun_1,231,149,35,0,-9,-73,38
73,1072,7Networks_LH_Cont_Cing_1,231,149,36,0,-5,-29,28
74,1073,7Networks_LH_Cont_Cing_2,231,149,37,0,-3,4,30
75,1074,7Networks_LH_Default_Temp_1,205,62,76,0,-47,8,-33
76,1075,7Networks_LH_Default_Temp_2,205,62,77,0,-60,-19,-22
77,1076,7Networks_LH_Default_Temp_3,205,62,78,0,-56,-6,-12
78,1077,7Networks_LH_Default_Temp_4,205,62,80,0,-58,-30,-4
79,1078,7Networks_LH_Default_Temp_5,205,62,81,0,-58,-43,7
80,1079,7Networks_LH_Default_Par_1,205,62,82,0,-48,-57,18
81,1080,7Networks_LH_Default_Par_2,205,62,83,0,-39,-80,31
82,1081,7Networks_LH_Default_Par_3,205,62,84,0,-57,-54,28
83,1082,7Networks_LH_Default_Par_4,205,62,85,0,-46,-66,38
84,1083,7Networks_LH_Default_PFC_1,205,63,73,0,-35,20,-13
85,1084,7Networks_LH_Default_PFC_2,205,63,74,0,-6,36,-10
86,1085,7Networks_LH_Default_PFC_3,205,63,75,0,-46,31,-7
87,1086,7Networks_LH_Default_PFC_4,205,63,76,0,-12,63,-6
88,1087,7Networks_LH_Default_PFC_5,205,63,77,0,-52,22,8
89,1088,7Networks_LH_Default_PFC_6,205,63,79,0,-6,44,7
90,1089,7Networks_LH_Default_PFC_7,205,63,80,0,-8,59,21
91,1090,7Networks_LH_Default_PFC_8,205,63,81,0,-6,30,25
92,1091,7Networks_LH_Default_PFC_9,205,63,82,0,-11,47,45
93,1092,7Networks_LH_Default_PFC_10,205,63,83,0,-3,33,43
94,1093,7Networks_LH_Default_PFC_11,205,63,84,0,-40,19,49
95,1094,7Networks_LH_Default_PFC_12,205,63,85,0,-24,25,49
96,1095,7Networks_LH_Default_PFC_13,205,64,78,0,-9,17,63
97,1096,7Networks_LH_Default_pCunPCC_1,205,63,86,0,-11,-56,13
98,1097,7Networks_LH_Default_pCunPCC_2,205,64,79,0,-5,-55,27
99,1098,7Networks_LH_Default_pCunPCC_3,205,64,80,0,-4,-31,36
100,1099,7Networks_LH_Default_pCunPCC_4,205,64,81,0,-6,-54,42
101,1100,7Networks_LH_Default_PHC_1,206,62,79,0,-26,-32,-18
102,2000,medial_wall,,,,,,,
103,2001,7Networks_RH_Vis_1,124,18,129,0,39,-35,-23
104,2002,7Networks_RH_Vis_2,124,18,130,0,28,-36,-14
105,2003,7Networks_RH_Vis_3,124,18,131,0,29,-69,-12
106,2004,7Networks_RH_Vis_4,124,18,132,0,12,-65,-5
107,2005,7Networks_RH_Vis_5,124,18,133,0,48,-71,-6
108,2006,7Networks_RH_Vis_6,124,18,134,0,11,-92,-5
109,2007,7Networks_RH_Vis_7,124,18,136,0,16,-46,-1
110,2008,7Networks_RH_Vis_8,124,18,137,0,31,-94,-4
111,2009,7Networks_RH_Vis_9,124,18,138,0,9,-75,9
112,2010,7Networks_RH_Vis_10,124,18,139,0,22,-60,7
113,2011,7Networks_RH_Vis_11,124,18,140,0,42,-80,10
114,2012,7Networks_RH_Vis_12,124,18,141,0,20,-90,22
115,2013,7Networks_RH_Vis_13,124,18,142,0,11,-74,26
116,2014,7Networks_RH_Vis_14,124,19,135,0,16,-85,39
117,2015,7Networks_RH_Vis_15,124,19,136,0,33,-75,32
118,2016,7Networks_RH_SomMot_1,74,129,181,0,51,-15,5
119,2017,7Networks_RH_SomMot_2,74,130,174,0,64,-23,8
120,2018,7Networks_RH_SomMot_3,74,130,175,0,38,-13,15
121,2019,7Networks_RH_SomMot_4,74,130,176,0,44,-27,18
122,2020,7Networks_RH_SomMot_5,74,130,177,0,59,0,10
123,2021,7Networks_RH_SomMot_6,74,130,178,0,56,-11,14
124,2022,7Networks_RH_SomMot_7,74,130,179,0,58,-5,31
125,2023,7Networks_RH_SomMot_8,74,130,180,0,10,-15,41
126,2024,7Networks_RH_SomMot_9,74,130,182,0,51,-22,52
127,2025,7Networks_RH_SomMot_10,74,130,183,0,47,-11,48
128,2026,7Networks_RH_SomMot_11,74,130,184,0,7,-11,51
129,2027,7Networks_RH_SomMot_12,74,130,185,0,40,-24,57
130,2028,7Networks_RH_SomMot_13,74,130,186,0,32,-40,64
131,2029,7Networks_RH_SomMot_14,74,130,187,0,33,-21,65
132,2030,7Networks_RH_SomMot_15,74,130,188,0,29,-34,65
133,2031,7Networks_RH_SomMot_16,74,131,181,0,22,-9,67
134,2032,7Networks_RH_SomMot_17,74,131,182,0,10,-39,69
135,2033,7Networks_RH_SomMot_18,74,131,183,0,6,-23,69
136,2034,7Networks_RH_SomMot_19,74,131,184,0,20,-29,70
137,2035,7Networks_RH_DorsAttn_Post_1,4,119,12,0,50,-53,-15
138,2036,7Networks_RH_DorsAttn_Post_2,4,119,13,0,52,-60,9
139,2037,7Networks_RH_DorsAttn_Post_3,4,119,14,0,59,-16,34
140,2038,7Networks_RH_DorsAttn_Post_4,4,119,16,0,46,-38,49
141,2039,7Networks_RH_DorsAttn_Post_5,4,119,17,0,41,-31,46
142,2040,7Networks_RH_DorsAttn_Post_6,4,119,18,0,15,-73,53
143,2041,7Networks_RH_DorsAttn_Post_7,4,119,19,0,34,-48,51
144,2042,7Networks_RH_DorsAttn_Post_8,4,119,20,0,26,-61,58
145,2043,7Networks_RH_DorsAttn_Post_9,4,119,21,0,8,-56,61
146,2044,7Networks_RH_DorsAttn_Post_10,4,119,22,0,21,-48,70
147,2045,7Networks_RH_DorsAttn_FEF_1,5,118,15,0,34,-4,52
148,2046,7Networks_RH_DorsAttn_FEF_2,5,118,16,0,26,7,58
149,2047,7Networks_RH_DorsAttn_PrCv_1,5,118,17,0,52,11,21
150,2048,7Networks_RH_SalVentAttn_TempOccPar_1,201,58,252,0,57,-45,9
151,2049,7Networks_RH_SalVentAttn_TempOccPar_2,201,58,253,0,60,-39,17
152,2050,7Networks_RH_SalVentAttn_TempOccPar_3,201,58,254,0,60,-26,27
153,2051,7Networks_RH_SalVentAttn_PrC_1,201,59,251,0,51,4,40
154,2052,7Networks_RH_SalVentAttn_FrOperIns_1,201,59,252,0,41,6,-15
155,2053,7Networks_RH_SalVentAttn_FrOperIns_2,201,59,253,0,46,-4,-4
156,2054,7Networks_RH_SalVentAttn_FrOperIns_3,201,59,254,0,36,24,5
157,2055,7Networks_RH_SalVentAttn_FrOperIns_4,201,59,255,0,43,7,4
158,2056,7Networks_RH_SalVentAttn_Med_1,200,57,250,0,7,9,41
159,2057,7Networks_RH_SalVentAttn_Med_2,200,57,251,0,11,-36,47
160,2058,7Networks_RH_SalVentAttn_Med_3,200,57,252,0,8,3,66
161,2059,7Networks_RH_Limbic_OFC_1,224,249,165,0,12,39,-22
162,2060,7Networks_RH_Limbic_OFC_2,224,249,166,0,28,22,-19
163,2061,7Networks_RH_Limbic_OFC_3,224,249,167,0,15,64,-8
164,2062,7Networks_RH_Limbic_TempPole_1,224,249,168,0,30,9,-38
165,2063,7Networks_RH_Limbic_TempPole_2,224,249,169,0,47,-12,-35
166,2064,7Networks_RH_Limbic_TempPole_3,224,249,170,0,25,-11,-32
167,2065,7Networks_RH_Cont_Par_1,234,147,35,0,62,-37,37
168,2066,7Networks_RH_Cont_Par_2,234,147,36,0,53,-42,48
169,2067,7Networks_RH_Cont_Par_3,234,147,37,0,37,-63,47
170,2068,7Networks_RH_Cont_Temp_1,234,147,34,0,63,-41,-12
171,2069,7Networks_RH_Cont_PFCv_1,233,148,35,0,34,21,-8
172,2070,7Networks_RH_Cont_PFCl_1,233,148,31,0,36,46,-13
173,2071,7Networks_RH_Cont_PFCl_2,233,148,32,0,29,58,5
174,2072,7Networks_RH_Cont_PFCl_3,233,148,34,0,43,45,10
175,2073,7Networks_RH_Cont_PFCl_4,233,148,36,0,46,24,26
176,2074,7Networks_RH_Cont_PFCl_5,233,148,37,0,30,48,27
177,2075,7Networks_RH_Cont_PFCl_6,233,148,38,0,41,33,37
178,2076,7Networks_RH_Cont_PFCl_7,233,148,39,0,42,14,49
179,2077,7Networks_RH_Cont_pCun_1,233,147,35,0,14,-70,37
180,2078,7Networks_RH_Cont_Cing_1,234,148,37,0,5,-24,31
181,2079,7Networks_RH_Cont_Cing_2,234,148,38,0,5,3,30
182,2080,7Networks_RH_Cont_PFCmp_1,234,148,39,0,7,31,28
183,2081,7Networks_RH_Cont_PFCmp_2,234,148,40,0,7,25,55
184,2082,7Networks_RH_Default_Par_1,209,62,78,0,47,-69,27
185,2083,7Networks_RH_Default_Par_2,209,62,79,0,54,-50,28
186,2084,7Networks_RH_Default_Par_3,209,62,80,0,51,-59,44
187,2085,7Networks_RH_Default_Temp_1,209,61,77,0,47,13,-30
188,2086,7Networks_RH_Default_Temp_2,209,61,79,0,61,-13,-21
189,2087,7Networks_RH_Default_Temp_3,209,61,80,0,55,-6,-10
190,2088,7Networks_RH_Default_Temp_4,209,61,81,0,63,-27,-6
191,2089,7Networks_RH_Default_Temp_5,209,61,82,0,52,-31,2
192,2090,7Networks_RH_Default_PFCv_1,209,61,78,0,51,28,0
193,2091,7Networks_RH_Default_PFCdPFCm_1,208,62,76,0,5,37,-14
194,2092,7Networks_RH_Default_PFCdPFCm_2,208,62,77,0,8,42,4
195,2093,7Networks_RH_Default_PFCdPFCm_3,208,62,79,0,6,29,15
196,2094,7Networks_RH_Default_PFCdPFCm_4,208,62,80,0,8,58,18
197,2095,7Networks_RH_Default_PFCdPFCm_5,208,62,81,0,15,46,44
198,2096,7Networks_RH_Default_PFCdPFCm_6,208,62,82,0,29,30,42
199,2097,7Networks_RH_Default_PFCdPFCm_7,208,62,83,0,23,24,53
200,2098,7Networks_RH_Default_pCunPCC_1,208,62,78,0,12,-55,15
201,2099,7Networks_RH_Default_pCunPCC_2,208,62,84,0,7,-49,31
202,2100,7Networks_RH_Default_pCunPCC_3,208,63,77,0,6,-58,44
