roi,mics,label,R,G,B,A,side, coor.x, coor.y, coor.z
86,1085, a9-46v,220,70,0,0,left,,,
87,1086, 9-46d,9,53,0,0,left,,,
88,1087, 9a,149,202,123,0,left,,,
89,1088, 10v,0,18,211,0,left,,,
90,1089, a10p,185,237,255,0,left,,,
91,1090, 10pp,88,62,149,0,left,,,
92,1091, 11l,70,132,70,0,left,,,
93,1092, 13l,176,255,79,0,left,,,
94,1093, OFC,70,202,88,0,left,,,
95,1094, 47s,229,88,106,0,left,,,
96,1095, LIPd,237,141,70,0,left,,,
97,1096, 6a,123,79,18,0,left,,,
98,1097, i6-8,97,114,202,0,left,,,
99,1098, s6-8,0,255,237,0,left,,,
100,1099,43,79,149,132,0,left,,,
101,1100, OP4,185,0,202,0,left,,,
102,1101, OP1,255,220,114,0,left,,,
103,1102, OP2-3,18,35,185,0,left,,,
104,1103,52,167,0,106,0,left,,,
105,1104, RI,158,114,106,0,left,,,
106,1105, PFcm,26,185,202,0,left,,,
107,1106, PoI2,0,44,35,0,left,,,
108,1107, TA2,149,141,79,0,left,,,
109,1108, FOP4,176,211,9,0,left,,,
110,1109, MI,185,70,53,0,left,,,
111,1110, Pir,0,114,255,0,left,,,
112,1111, AVI,255,246,0,0,left,,,
113,1112, AAIC,97,167,202,0,left,,,
114,1113, FOP1,88,211,158,0,left,,,
115,1114, FOP3,114,70,193,0,left,,,
116,1115, FOP2,141,202,185,0,left,,,
117,1116, PFt,18,53,97,0,left,,,
118,1117, AIP,132,255,0,0,left,,,
119,1118, EC,70,106,123,0,left,,,
120,1119, PreS,0,35,132,0,left,,,
121,1120, H,70,0,62,0,left,,,
122,1121, ProS,176,79,149,0,left,,,
123,1122, PeEc,193,79,255,0,left,,,
124,1123, STGa,211,255,141,0,left,,,
125,1124, PBelt,9,26,88,0,left,,,
126,1125, A5,62,70,62,0,left,,,
127,1126, PHA1,97,88,149,0,left,,,
128,1127, PHA3,246,167,141,0,left,,,
129,1128, STSda,246,123,255,0,left,,,
130,1129, STSdp,229,255,220,0,left,,,
131,1130, STSvp,255,176,202,0,left,,,
132,1131, TGd,123,70,114,0,left,,,
133,1132, TE1a,185,123,255,0,left,,,
134,1133, TE1p,97,158,0,0,left,,,
135,1134, TE2a,255,176,0,0,left,,,
136,1135, TF,44,18,9,0,left,,,
137,1136, TE2p,88,255,79,0,left,,,
138,1137, PHT,211,202,211,0,left,,,
139,1138, PH,176,123,18,0,left,,,
140,1139, TPOJ1,132,53,9,0,left,,,
141,1140, TPOJ2,44,132,35,0,left,,,
142,1141, TPOJ3,106,18,35,0,left,,,
143,1142, DVT,114,62,255,0,left,,,
144,1143, PGp,44,35,53,0,left,,,
145,1144, IP2,70,176,246,0,left,,,
146,1145, IP1,53,229,141,0,left,,,
147,1146, IP0,255,229,158,0,left,,,
148,1147, PFop,246,132,176,0,left,,,
149,1148, PF,97,114,62,0,left,,,
150,1149, PFm,149,62,158,0,left,,,
151,1150, PGi,193,211,88,0,left,,,
152,1151, PGs,176,158,132,0,left,,,
153,1152, V6A,211,114,97,0,left,,,
154,1153, VMV1,141,246,114,0,left,,,
155,1154, VMV3,202,158,79,0,left,,,
156,1155, PHA2,0,211,62,0,left,,,
157,1156, V4t,185,123,176,0,left,,,
158,1157, FST,255,97,176,0,left,,,
159,1158, V3CD,202,35,62,0,left,,,
160,1159, LO3,132,149,220,0,left,,,
161,1160, VMV2,35,0,35,0,left,,,
162,1161, 31pd,158,141,149,0,left,,,
163,1162, 31a,70,106,0,0,left,,,
164,1163, VVC,202,18,97,0,left,,,
165,1164,25,0,97,97,0,left,,,
166,1165, s32,0,132,97,0,left,,,
167,1166, pOFC,79,62,9,0,left,,,
168,1167, PoI1,97,176,79,0,left,,,
169,1168, Ig,255,26,255,0,left,,,
170,1169, FOP5,0,88,132,0,left,,,
171,1170, p10p,0,97,202,0,left,,,
172,1171, p47r,211,97,44,0,left,,,
173,1172, TGv,211,35,149,0,left,,,
174,1173, MBelt,141,44,193,0,left,,,
175,1174, LBelt,185,220,167,0,left,,,
176,1175, A4,88,35,106,0,left,,,
177,1176, STSva,229,220,44,0,left,,,
178,1177, TE1m,255,202,185,0,left,,,
179,1178, PI,132,141,0,0,left,,,
180,1179, a32pr,255,88,141,0,left,,,
181,1180, p24,237,185,255,0,left,,,
1,2000, medial wall,255,255,0,0,right,,,
2,2001, V1,0,0,255,0,right,,,
3,2002, MST,255,0,0,0,right,,,
4,2003, V6,0,255,0,0,right,,,
5,2004, V2,0,0,44,0,right,,,
6,2005, V3,255,26,185,0,right,,,
7,2006, V4,255,211,0,0,right,,,
8,2007, V8,0,88,0,0,right,,,
9,2008,4,132,132,255,0,right,,,
10,2009, 3b,158,79,70,0,right,,,
11,2010, FEF,0,255,193,0,right,,,
12,2011, PEF,0,132,149,0,right,,,
13,2012, 55b,0,0,123,0,right,,,
14,2013, V3A,149,211,79,0,right,,,
15,2014, RSC,246,158,220,0,right,,,
16,2015, POS2,211,18,255,0,right,,,
17,2016, V7,123,26,106,0,right,,,
18,2017, IPS1,246,18,97,0,right,,,
19,2018, FFC,255,193,132,0,right,,,
20,2019, V3B,35,35,9,0,right,,,
21,2020, LO1,141,167,123,0,right,,,
22,2021, LO2,246,132,9,0,right,,,
23,2022, PIT,132,114,0,0,right,,,
24,2023, MT,114,246,255,0,right,,,
25,2024, A1,158,193,255,0,right,,,
26,2025, PSL,114,97,123,0,right,,,
27,2026, SFL,158,0,0,0,right,,,
28,2027, PCV,0,79,255,0,right,,,
29,2028, STV,0,70,149,0,right,,,
30,2029, 7Pm,211,255,0,0,right,,,
31,2030, 7m,185,79,211,0,right,,,
32,2031, POS1,62,0,26,0,right,,,
33,2032, 23d,237,255,176,0,right,,,
34,2033, v23ab,255,123,97,0,right,,,
35,2034, d23ab,70,255,123,0,right,,,
36,2035, 31pv,18,167,97,0,right,,,
37,2036, 5m,211,167,167,0,right,,,
38,2037, 5mv,211,79,132,0,right,,,
39,2038, 23c,106,0,193,0,right,,,
40,2039, 5L,44,97,70,0,right,,,
41,2040, 24dd,0,149,246,0,right,,,
42,2041, 24dv,9,62,79,0,right,,,
43,2042, 7AL,167,88,9,0,right,,,
44,2043, SCEF,114,97,62,0,right,,,
45,2044, 6ma,9,149,0,0,right,,,
46,2045, 7Am,158,106,185,0,right,,,
47,2046, 7PL,255,255,114,0,right,,,
48,2047, 7PC,167,246,202,0,right,,,
49,2048, LIPv,149,176,185,0,right,,,
50,2049, VIP,176,176,9,0,right,,,
51,2050, MIP,44,0,79,0,right,,,
52,2051,1,0,202,255,0,right,,,
53,2052,2,79,35,0,0,right,,,
54,2053, 3a,0,185,167,0,right,,,
55,2054, 6d,158,0,53,0,right,,,
56,2055, 6mp,79,123,176,0,right,,,
57,2056, 6v,26,70,193,0,right,,,
58,2057, p24pr,88,211,0,0,right,,,
59,2058, 33pr,114,149,53,0,right,,,
60,2059, a24pr,229,167,53,0,right,,,
61,2060, p32pr,246,141,149,0,right,,,
62,2061, a24,106,18,141,0,right,,,
63,2062, d32,229,97,193,0,right,,,
64,2063, 8BM,237,211,255,0,right,,,
65,2064, p32,158,255,158,0,right,,,
66,2065, 10r,255,79,246,0,right,,,
67,2066, 47m,149,97,255,0,right,,,
68,2067, 8Av,193,185,97,0,right,,,
69,2068, 8Ad,237,44,53,0,right,,,
70,2069, 9m,176,106,132,0,right,,,
71,2070, 8BL,70,44,88,0,right,,,
72,2071, 9p,185,132,88,0,right,,,
73,2072, 10d,141,9,255,0,right,,,
74,2073, 8C,70,79,0,0,right,,,
75,2074,44,220,211,176,0,right,,,
76,2075,45,229,149,255,0,right,,,
77,2076, 47l,0,0,9,0,right,,,
78,2077, a47r,97,62,62,0,right,,,
79,2078, 6r,237,0,132,0,right,,,
80,2079, IFJa,176,0,149,0,right,,,
81,2080, IFJp,106,0,0,0,right,,,
82,2081, IFSp,185,167,255,0,right,,,
83,2082, IFSa,167,149,193,0,right,,,
84,2083, p9-46v,132,44,79,0,right,,,
85,2084,46,114,123,114,0,right,,,
86,2085, a9-46v,220,70,0,0,right,,,
87,2086, 9-46d,9,53,0,0,right,,,
88,2087, 9a,149,202,123,0,right,,,
89,2088, 10v,0,18,211,0,right,,,
90,2089, a10p,185,237,255,0,right,,,
91,2090, 10pp,88,62,149,0,right,,,
92,2091, 11l,70,132,70,0,right,,,
93,2092, 13l,176,255,79,0,right,,,
94,2093, OFC,70,202,88,0,right,,,
95,2094, 47s,229,88,106,0,right,,,
96,2095, LIPd,237,141,70,0,right,,,
97,2096, 6a,123,79,18,0,right,,,
98,2097, i6-8,97,114,202,0,right,,,
99,2098, s6-8,0,255,237,0,right,,,
100,2099,43,79,149,132,0,right,,,
101,2100, OP4,185,0,202,0,right,,,
102,2101, OP1,255,220,114,0,right,,,
103,2102, OP2-3,18,35,185,0,right,,,
104,2103,52,167,0,106,0,right,,,
105,2104, RI,158,114,106,0,right,,,
106,2105, PFcm,26,185,202,0,right,,,
107,2106, PoI2,0,44,35,0,right,,,
108,2107, TA2,149,141,79,0,right,,,
109,2108, FOP4,176,211,9,0,right,,,
110,2109, MI,185,70,53,0,right,,,
111,2110, Pir,0,114,255,0,right,,,
112,2111, AVI,255,246,0,0,right,,,
113,2112, AAIC,97,167,202,0,right,,,
114,2113, FOP1,88,211,158,0,right,,,
115,2114, FOP3,114,70,193,0,right,,,
116,2115, FOP2,141,202,185,0,right,,,
117,2116, PFt,18,53,97,0,right,,,
118,2117, AIP,132,255,0,0,right,,,
119,2118, EC,70,106,123,0,right,,,
120,2119, PreS,0,35,132,0,right,,,
121,2120, H,70,0,62,0,right,,,
122,2121, ProS,176,79,149,0,right,,,
123,2122, PeEc,193,79,255,0,right,,,
124,2123, STGa,211,255,141,0,right,,,
125,2124, PBelt,9,26,88,0,right,,,
126,2125, A5,62,70,62,0,right,,,
127,2126, PHA1,97,88,149,0,right,,,
128,2127, PHA3,246,167,141,0,right,,,
129,2128, STSda,246,123,255,0,right,,,
130,2129, STSdp,229,255,220,0,right,,,
131,2130, STSvp,255,176,202,0,right,,,
132,2131, TGd,123,70,114,0,right,,,
133,2132, TE1a,185,123,255,0,right,,,
134,2133, TE1p,97,158,0,0,right,,,
135,2134, TE2a,255,176,0,0,right,,,
136,2135, TF,44,18,9,0,right,,,
137,2136, TE2p,88,255,79,0,right,,,
138,2137, PHT,211,202,211,0,right,,,
139,2138, PH,176,123,18,0,right,,,
140,2139, TPOJ1,132,53,9,0,right,,,
141,2140, TPOJ2,44,132,35,0,right,,,
142,2141, TPOJ3,106,18,35,0,right,,,
143,2142, DVT,114,62,255,0,right,,,
144,2143, PGp,44,35,53,0,right,,,
145,2144, IP2,70,176,246,0,right,,,
146,2145, IP1,53,229,141,0,right,,,
147,2146, IP0,255,229,158,0,right,,,
148,2147, PFop,246,132,176,0,right,,,
149,2148, PF,97,114,62,0,right,,,
150,2149, PFm,149,62,158,0,right,,,
151,2150, PGi,193,211,88,0,right,,,
152,2151, PGs,176,158,132,0,right,,,
153,2152, V6A,211,114,97,0,right,,,
154,2153, VMV1,141,246,114,0,right,,,
155,2154, VMV3,202,158,79,0,right,,,
156,2155, PHA2,0,211,62,0,right,,,
157,2156, V4t,185,123,176,0,right,,,
158,2157, FST,255,97,176,0,right,,,
159,2158, V3CD,202,35,62,0,right,,,
160,2159, LO3,132,149,220,0,right,,,
161,2160, VMV2,35,0,35,0,right,,,
162,2161, 31pd,158,141,149,0,right,,,
163,2162, 31a,70,106,0,0,right,,,
164,2163, VVC,202,18,97,0,right,,,
165,2164,25,0,97,97,0,right,,,
166,2165, s32,0,132,97,0,right,,,
167,2166, pOFC,79,62,9,0,right,,,
168,2167, PoI1,97,176,79,0,right,,,
169,2168, Ig,255,26,255,0,right,,,
170,2169, FOP5,0,88,132,0,right,,,
171,2170, p10p,0,97,202,0,right,,,
172,2171, p47r,211,97,44,0,right,,,
173,2172, TGv,211,35,149,0,right,,,
174,2173, MBelt,141,44,193,0,right,,,
175,2174, LBelt,185,220,167,0,right,,,
176,2175, A4,88,35,106,0,right,,,
177,2176, STSva,229,220,44,0,right,,,
178,2177, TE1m,255,202,185,0,right,,,
179,2178, PI,132,141,0,0,right,,,
180,2179, a32pr,255,88,141,0,right,,,
181,2180, p24,237,185,255,0,right,,,
