roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
49,1048,7Networks_LH_SomMot_17,70,130,179,0,-48,-16,40
50,1049,7Networks_LH_SomMot_18,70,130,181,0,-8,-15,47
51,1050,7Networks_LH_SomMot_19,70,130,182,0,-41,-14,47
52,1051,7Networks_LH_SomMot_20,70,130,183,0,-49,-17,54
53,1052,7Networks_LH_SomMot_21,70,130,184,0,-48,-29,58
54,1053,7Networks_LH_SomMot_22,70,130,185,0,-39,-25,53
55,1054,7Networks_LH_SomMot_23,70,130,186,0,-9,-38,54
56,1055,7Networks_LH_SomMot_24,70,130,187,0,-4,-25,56
57,1056,7Networks_LH_SomMot_25,70,131,180,0,-4,-9,59
58,1057,7Networks_LH_SomMot_26,70,131,181,0,-36,-19,65
59,1058,7Networks_LH_SomMot_27,70,131,182,0,-30,-46,63
60,1059,7Networks_LH_SomMot_28,70,131,183,0,-32,-29,63
61,1060,7Networks_LH_SomMot_29,70,131,184,0,-30,-38,65
62,1061,7Networks_LH_SomMot_30,70,131,185,0,-23,-11,65
63,1062,7Networks_LH_SomMot_31,70,131,186,0,-19,-24,67
64,1063,7Networks_LH_SomMot_32,70,131,187,0,-9,-42,70
65,1064,7Networks_LH_SomMot_33,70,132,180,0,-4,-25,69
66,1065,7Networks_LH_SomMot_34,70,132,181,0,-14,-11,73
67,1066,7Networks_LH_SomMot_35,70,132,182,0,-19,-31,69
68,1067,7Networks_LH_SomMot_36,70,132,183,0,-19,-40,72
69,1068,7Networks_LH_SomMot_37,70,132,184,0,-12,-27,73
70,1069,7Networks_LH_DorsAttn_Post_1,0,118,7,0,-45,-42,-21
71,1070,7Networks_LH_DorsAttn_Post_2,0,118,8,0,-49,-56,-15
72,1071,7Networks_LH_DorsAttn_Post_3,0,118,9,0,-55,-62,-1
73,1072,7Networks_LH_DorsAttn_Post_4,0,118,10,0,-48,-65,15
74,1073,7Networks_LH_DorsAttn_Post_5,0,118,11,0,-26,-70,31
75,1074,7Networks_LH_DorsAttn_Post_6,0,118,12,0,-55,-32,45
76,1075,7Networks_LH_DorsAttn_Post_7,0,118,13,0,-23,-65,46
77,1076,7Networks_LH_DorsAttn_Post_8,0,118,15,0,-46,-29,44
78,1077,7Networks_LH_DorsAttn_Post_9,0,118,16,0,-33,-46,41
79,1078,7Networks_LH_DorsAttn_Post_10,0,118,17,0,-29,-58,50
80,1079,7Networks_LH_DorsAttn_Post_11,0,118,18,0,-39,-37,49
81,1080,7Networks_LH_DorsAttn_Post_12,0,118,19,0,-36,-52,56
82,1081,7Networks_LH_DorsAttn_Post_13,0,118,20,0,-15,-71,57
83,1082,7Networks_LH_DorsAttn_Post_14,0,118,21,0,-29,-61,62
84,1083,7Networks_LH_DorsAttn_Post_15,0,119,14,0,-7,-59,63
85,1084,7Networks_LH_DorsAttn_Post_16,0,119,15,0,-20,-57,66
86,1085,7Networks_LH_DorsAttn_Post_17,0,119,16,0,-13,-50,72
87,1086,7Networks_LH_DorsAttn_FEF_1,0,118,22,0,-40,-3,51
88,1087,7Networks_LH_DorsAttn_FEF_2,0,119,17,0,-25,-1,55
89,1088,7Networks_LH_DorsAttn_FEF_3,0,119,18,0,-30,-8,52
90,1089,7Networks_LH_DorsAttn_FEF_4,0,119,19,0,-21,5,65
91,1090,7Networks_LH_DorsAttn_PrCv_1,0,119,20,0,-49,6,26
92,1091,7Networks_LH_DorsAttn_PrCv_2,0,119,21,0,-50,3,38
93,1092,7Networks_LH_SalVentAttn_ParOper_1,196,58,251,0,-55,-32,22
94,1093,7Networks_LH_SalVentAttn_ParOper_2,196,58,252,0,-58,-44,27
95,1094,7Networks_LH_SalVentAttn_ParOper_3,196,58,253,0,-61,-23,33
96,1095,7Networks_LH_SalVentAttn_ParOper_4,196,58,254,0,-61,-36,33
97,1096,7Networks_LH_SalVentAttn_TempOcc_1,196,58,255,0,-57,-54,10
98,1097,7Networks_LH_SalVentAttn_FrOperIns_1,196,59,247,0,-44,5,-17
99,1098,7Networks_LH_SalVentAttn_FrOperIns_2,196,59,248,0,-39,2,-4
100,1099,7Networks_LH_SalVentAttn_FrOperIns_3,196,59,249,0,-33,25,-1
101,1100,7Networks_LH_SalVentAttn_FrOperIns_4,196,59,251,0,-40,-15,-2
102,1101,7Networks_LH_SalVentAttn_FrOperIns_5,196,59,252,0,-33,19,8
103,1102,7Networks_LH_SalVentAttn_FrOperIns_6,196,59,253,0,-36,4,11
104,1103,7Networks_LH_SalVentAttn_FrOperIns_7,196,59,254,0,-43,12,2
105,1104,7Networks_LH_SalVentAttn_FrOperIns_8,196,59,255,0,-50,1,5
106,1105,7Networks_LH_SalVentAttn_FrOperIns_9,193,52,250,0,-52,9,13
107,1106,7Networks_LH_SalVentAttn_PFCl_1,193,52,249,0,-29,43,30
108,1107,7Networks_LH_SalVentAttn_Med_1,197,58,248,0,-6,22,31
109,1108,7Networks_LH_SalVentAttn_Med_2,197,58,249,0,-7,0,41
110,1109,7Networks_LH_SalVentAttn_Med_3,197,58,251,0,-11,-27,41
111,1110,7Networks_LH_SalVentAttn_Med_4,197,58,252,0,-5,9,48
112,1111,7Networks_LH_SalVentAttn_Med_5,197,58,253,0,-13,-41,47
113,1112,7Networks_LH_SalVentAttn_Med_6,197,58,254,0,-6,-49,57
114,1113,7Networks_LH_SalVentAttn_Med_7,197,58,255,0,-8,-3,71
115,1114,7Networks_LH_Limbic_OFC_1,220,248,163,0,-12,25,-21
116,1115,7Networks_LH_Limbic_OFC_2,220,248,165,0,-24,23,-20
117,1116,7Networks_LH_Limbic_OFC_3,220,248,166,0,-10,47,-21
118,1117,7Networks_LH_Limbic_OFC_4,220,248,167,0,-4,23,-19
119,1118,7Networks_LH_Limbic_OFC_5,220,248,168,0,-15,65,-8
120,1119,7Networks_LH_Limbic_TempPole_1,220,248,164,0,-37,-5,-42
121,1120,7Networks_LH_Limbic_TempPole_2,220,248,169,0,-25,6,-39
122,1121,7Networks_LH_Limbic_TempPole_3,220,248,170,0,-26,-9,-33
123,1122,7Networks_LH_Limbic_TempPole_4,220,248,171,0,-54,-21,-31
124,1123,7Networks_LH_Limbic_TempPole_5,220,248,172,0,-40,-21,-27
125,1124,7Networks_LH_Limbic_TempPole_6,220,249,165,0,-44,13,-34
126,1125,7Networks_LH_Limbic_TempPole_7,220,249,166,0,-32,12,-29
127,1126,7Networks_LH_Limbic_TempPole_8,220,249,167,0,-21,-21,-26
128,1127,7Networks_LH_Cont_Par_1,230,148,33,0,-29,-74,42
129,1128,7Networks_LH_Cont_Par_2,230,148,35,0,-58,-42,45
130,1129,7Networks_LH_Cont_Par_3,230,148,36,0,-53,-50,45
131,1130,7Networks_LH_Cont_Par_4,230,148,37,0,-35,-62,48
132,1131,7Networks_LH_Cont_Par_5,230,148,38,0,-42,-52,49
133,1132,7Networks_LH_Cont_Par_6,230,148,39,0,-45,-41,47
134,1133,7Networks_LH_Cont_Temp_1,230,148,40,0,-60,-49,-10
135,1134,7Networks_LH_Cont_OFC_1,230,149,32,0,-27,49,-14
136,1135,7Networks_LH_Cont_PFCl_1,230,149,33,0,-42,49,-6
137,1136,7Networks_LH_Cont_PFCl_2,230,149,34,0,-48,35,10
138,1137,7Networks_LH_Cont_PFCl_3,230,149,36,0,-38,49,11
139,1138,7Networks_LH_Cont_PFCl_4,230,149,37,0,-28,57,13
140,1139,7Networks_LH_Cont_PFCl_5,230,149,38,0,-42,38,22
141,1140,7Networks_LH_Cont_PFCl_6,230,149,39,0,-45,20,27
142,1141,7Networks_LH_Cont_PFCl_7,230,149,40,0,-39,7,34
143,1142,7Networks_LH_Cont_PFCl_8,230,149,41,0,-36,32,38
144,1143,7Networks_LH_Cont_PFCv_1,231,148,36,0,-34,16,-8
145,1144,7Networks_LH_Cont_pCun_1,231,149,35,0,-9,-77,45
146,1145,7Networks_LH_Cont_pCun_2,231,149,36,0,-5,-64,52
147,1146,7Networks_LH_Cont_Cing_1,231,149,37,0,-3,5,29
148,1147,7Networks_LH_Cont_Cing_2,231,149,38,0,-4,-22,29
149,1148,7Networks_LH_Cont_PFCmp_1,230,148,34,0,-4,28,47
150,1149,7Networks_LH_Default_Temp_1,205,62,72,0,-54,-2,-30
151,1150,7Networks_LH_Default_Temp_2,205,62,73,0,-62,-18,-21
152,1151,7Networks_LH_Default_Temp_3,205,62,74,0,-60,-36,-18
153,1152,7Networks_LH_Default_Temp_4,205,62,75,0,-57,-9,-14
154,1153,7Networks_LH_Default_Temp_5,205,62,76,0,-53,6,-11
155,1154,7Networks_LH_Default_Temp_6,205,62,77,0,-61,-35,-3
156,1155,7Networks_LH_Default_Temp_7,205,62,78,0,-52,-22,-6
157,1156,7Networks_LH_Default_Temp_8,205,62,80,0,-61,-13,-3
158,1157,7Networks_LH_Default_Temp_9,205,62,81,0,-62,-32,5
159,1158,7Networks_LH_Default_Temp_10,205,62,82,0,-52,-43,5
160,1159,7Networks_LH_Default_Par_1,205,62,83,0,-59,-49,16
161,1160,7Networks_LH_Default_Par_2,205,62,84,0,-45,-58,21
162,1161,7Networks_LH_Default_Par_3,205,62,85,0,-40,-79,30
163,1162,7Networks_LH_Default_Par_4,205,62,86,0,-47,-64,31
164,1163,7Networks_LH_Default_Par_5,205,63,79,0,-57,-55,30
165,1164,7Networks_LH_Default_Par_6,205,63,80,0,-41,-72,43
166,1165,7Networks_LH_Default_Par_7,205,63,81,0,-49,-60,47
167,1166,7Networks_LH_Default_PFC_1,205,63,71,0,-36,22,-16
168,1167,7Networks_LH_Default_PFC_2,205,63,72,0,-36,37,-13
169,1168,7Networks_LH_Default_PFC_3,205,63,73,0,-5,55,-10
170,1169,7Networks_LH_Default_PFC_4,205,63,74,0,-6,35,-9
171,1170,7Networks_LH_Default_PFC_5,205,63,75,0,-46,32,-10
172,1171,7Networks_LH_Default_PFC_6,205,63,76,0,-28,58,-1
173,1172,7Networks_LH_Default_PFC_7,205,63,77,0,-48,28,0
174,1173,7Networks_LH_Default_PFC_8,205,63,82,0,-6,59,7
175,1174,7Networks_LH_Default_PFC_9,205,63,83,0,-6,45,6
176,1175,7Networks_LH_Default_PFC_10,205,63,84,0,-53,19,11
177,1176,7Networks_LH_Default_PFC_11,205,63,85,0,-16,67,8
178,1177,7Networks_LH_Default_PFC_12,205,64,78,0,-5,34,21
179,1178,7Networks_LH_Default_PFC_13,205,64,79,0,-4,51,28
180,1179,7Networks_LH_Default_PFC_14,205,64,80,0,-14,58,31
181,1180,7Networks_LH_Default_PFC_15,205,64,81,0,-22,51,31
182,1181,7Networks_LH_Default_PFC_16,205,64,82,0,-25,28,43
183,1182,7Networks_LH_Default_PFC_17,205,64,83,0,-41,19,48
184,1183,7Networks_LH_Default_PFC_18,205,64,84,0,-8,43,51
185,1184,7Networks_LH_Default_PFC_19,205,64,85,0,-18,36,48
186,1185,7Networks_LH_Default_PFC_20,205,65,78,0,-42,7,48
187,1186,7Networks_LH_Default_PFC_21,205,65,79,0,-30,14,57
188,1187,7Networks_LH_Default_PFC_22,205,65,80,0,-22,20,52
189,1188,7Networks_LH_Default_PFC_23,205,65,81,0,-13,24,61
190,1189,7Networks_LH_Default_PFC_24,205,65,82,0,-6,10,65
191,1190,7Networks_LH_Default_pCunPCC_1,205,63,78,0,-8,-52,9
192,1191,7Networks_LH_Default_pCunPCC_2,205,63,86,0,-13,-61,19
193,1192,7Networks_LH_Default_pCunPCC_3,205,64,86,0,-4,-53,20
194,1193,7Networks_LH_Default_pCunPCC_4,205,65,83,0,-6,-41,24
195,1194,7Networks_LH_Default_pCunPCC_5,205,65,84,0,-10,-70,32
196,1195,7Networks_LH_Default_pCunPCC_6,205,65,85,0,-5,-60,30
197,1196,7Networks_LH_Default_pCunPCC_7,205,65,86,0,-7,-44,32
198,1197,7Networks_LH_Default_pCunPCC_8,205,66,79,0,-4,-34,38
199,1198,7Networks_LH_Default_pCunPCC_9,205,66,80,0,-3,-15,37
200,1199,7Networks_LH_Default_pCunPCC_10,205,66,81,0,-3,-68,41
201,1200,7Networks_LH_Default_pCunPCC_11,205,66,82,0,-7,-51,43
202,2000,medial_wall,,,,,,,
203,2001,7Networks_RH_Vis_1,124,17,130,0,34,-37,-23
204,2002,7Networks_RH_Vis_2,124,17,131,0,31,-31,-18
205,2003,7Networks_RH_Vis_3,124,17,132,0,36,-53,-17
206,2004,7Networks_RH_Vis_4,124,17,133,0,37,-73,-16
207,2005,7Networks_RH_Vis_5,124,17,134,0,26,-52,-9
208,2006,7Networks_RH_Vis_6,124,17,135,0,23,-74,-11
209,2007,7Networks_RH_Vis_7,124,18,128,0,18,-36,-12
210,2008,7Networks_RH_Vis_8,124,18,129,0,20,-88,-13
211,2009,7Networks_RH_Vis_9,124,18,130,0,50,-64,-9
212,2010,7Networks_RH_Vis_10,124,18,131,0,42,-84,-12
213,2011,7Networks_RH_Vis_11,124,18,132,0,9,-72,-5
214,2012,7Networks_RH_Vis_12,124,18,133,0,13,-58,-3
215,2013,7Networks_RH_Vis_13,124,18,134,0,25,-97,-10
216,2014,7Networks_RH_Vis_14,124,18,136,0,18,-45,-3
217,2015,7Networks_RH_Vis_15,124,18,137,0,8,-92,-2
218,2016,7Networks_RH_Vis_16,124,18,138,0,48,-66,4
219,2017,7Networks_RH_Vis_17,124,18,139,0,14,-46,4
220,2018,7Networks_RH_Vis_18,124,18,140,0,35,-89,2
221,2019,7Networks_RH_Vis_19,124,18,141,0,9,-74,9
222,2020,7Networks_RH_Vis_20,124,18,142,0,22,-59,6
223,2021,7Networks_RH_Vis_21,124,19,135,0,24,-99,7
224,2022,7Networks_RH_Vis_22,124,19,136,0,43,-79,10
225,2023,7Networks_RH_Vis_23,124,19,137,0,13,-94,19
226,2024,7Networks_RH_Vis_24,124,19,138,0,16,-66,19
227,2025,7Networks_RH_Vis_25,124,19,139,0,5,-80,24
228,2026,7Networks_RH_Vis_26,124,19,140,0,27,-87,21
229,2027,7Networks_RH_Vis_27,124,19,141,0,36,-79,24
230,2028,7Networks_RH_Vis_28,124,19,142,0,14,-78,34
231,2029,7Networks_RH_Vis_29,124,20,135,0,16,-87,36
232,2030,7Networks_RH_Vis_30,124,20,136,0,29,-78,37
233,2031,7Networks_RH_SomMot_1,74,128,179,0,53,3,-6
234,2032,7Networks_RH_SomMot_2,74,128,180,0,62,-19,0
235,2033,7Networks_RH_SomMot_3,74,128,181,0,53,-14,6
236,2034,7Networks_RH_SomMot_4,74,129,174,0,39,-19,5
237,2035,7Networks_RH_SomMot_5,74,129,175,0,37,-8,14
238,2036,7Networks_RH_SomMot_6,74,129,176,0,35,-21,14
239,2037,7Networks_RH_SomMot_7,74,129,177,0,60,-24,11
240,2038,7Networks_RH_SomMot_8,74,129,178,0,65,-34,11
241,2039,7Networks_RH_SomMot_9,74,129,179,0,41,-13,18
242,2040,7Networks_RH_SomMot_10,74,129,180,0,41,-29,18
243,2041,7Networks_RH_SomMot_11,74,129,181,0,50,-10,13
244,2042,7Networks_RH_SomMot_12,74,130,174,0,59,1,10
245,2043,7Networks_RH_SomMot_13,74,130,175,0,49,-21,19
246,2044,7Networks_RH_SomMot_14,74,130,176,0,62,-12,15
247,2045,7Networks_RH_SomMot_15,74,130,177,0,61,6,30
248,2046,7Networks_RH_SomMot_16,74,130,178,0,60,-5,27
249,2047,7Networks_RH_SomMot_17,74,130,179,0,61,-14,30
250,2048,7Networks_RH_SomMot_18,74,130,180,0,52,-6,37
251,2049,7Networks_RH_SomMot_19,74,130,182,0,54,-17,40
252,2050,7Networks_RH_SomMot_20,74,130,183,0,11,-17,41
253,2051,7Networks_RH_SomMot_21,74,130,184,0,52,-13,49
254,2052,7Networks_RH_SomMot_22,74,130,185,0,44,-10,49
255,2053,7Networks_RH_SomMot_23,74,130,186,0,49,-26,56
256,2054,7Networks_RH_SomMot_24,74,130,187,0,7,-10,51
257,2055,7Networks_RH_SomMot_25,74,130,188,0,43,-21,54
258,2056,7Networks_RH_SomMot_26,74,131,181,0,37,-20,64
259,2057,7Networks_RH_SomMot_27,74,131,182,0,32,-34,63
260,2058,7Networks_RH_SomMot_28,74,131,183,0,31,-41,64
261,2059,7Networks_RH_SomMot_29,74,131,184,0,34,-27,61
262,2060,7Networks_RH_SomMot_30,74,131,185,0,4,-25,58
263,2061,7Networks_RH_SomMot_31,74,131,186,0,29,-11,65
264,2062,7Networks_RH_SomMot_32,74,131,187,0,9,-40,68
265,2063,7Networks_RH_SomMot_33,74,131,188,0,21,-24,67
266,2064,7Networks_RH_SomMot_34,74,132,181,0,22,-29,68
267,2065,7Networks_RH_SomMot_35,74,132,182,0,22,-35,71
268,2066,7Networks_RH_SomMot_36,74,132,183,0,17,-6,69
269,2067,7Networks_RH_SomMot_37,74,132,184,0,16,-47,74
270,2068,7Networks_RH_SomMot_38,74,132,185,0,5,-22,72
271,2069,7Networks_RH_SomMot_39,74,132,186,0,17,-18,73
272,2070,7Networks_RH_SomMot_40,74,132,187,0,13,-33,76
273,2071,7Networks_RH_DorsAttn_Post_1,4,118,15,0,50,-49,-18
274,2072,7Networks_RH_DorsAttn_Post_2,4,119,8,0,59,-55,-2
275,2073,7Networks_RH_DorsAttn_Post_3,4,119,9,0,54,-56,12
276,2074,7Networks_RH_DorsAttn_Post_4,4,119,10,0,45,-75,31
277,2075,7Networks_RH_DorsAttn_Post_5,4,119,11,0,32,-66,35
278,2076,7Networks_RH_DorsAttn_Post_6,4,119,12,0,57,-23,44
279,2077,7Networks_RH_DorsAttn_Post_7,4,119,13,0,19,-79,50
280,2078,7Networks_RH_DorsAttn_Post_8,4,119,14,0,44,-37,50
281,2079,7Networks_RH_DorsAttn_Post_9,4,119,16,0,45,-28,42
282,2080,7Networks_RH_DorsAttn_Post_10,4,119,17,0,31,-64,53
283,2081,7Networks_RH_DorsAttn_Post_11,4,119,18,0,36,-44,45
284,2082,7Networks_RH_DorsAttn_Post_12,4,119,19,0,21,-69,53
285,2083,7Networks_RH_DorsAttn_Post_13,4,119,20,0,35,-36,51
286,2084,7Networks_RH_DorsAttn_Post_14,4,119,21,0,34,-50,54
287,2085,7Networks_RH_DorsAttn_Post_15,4,119,22,0,8,-71,53
288,2086,7Networks_RH_DorsAttn_Post_16,4,120,15,0,27,-58,61
289,2087,7Networks_RH_DorsAttn_Post_17,4,120,16,0,7,-54,59
290,2088,7Networks_RH_DorsAttn_Post_18,4,120,17,0,14,-64,65
291,2089,7Networks_RH_DorsAttn_Post_19,4,120,18,0,24,-50,68
292,2090,7Networks_RH_DorsAttn_FEF_1,5,118,15,0,39,-3,53
293,2091,7Networks_RH_DorsAttn_FEF_2,5,118,16,0,27,-3,52
294,2092,7Networks_RH_DorsAttn_FEF_3,5,118,17,0,25,-3,64
295,2093,7Networks_RH_DorsAttn_PrCv_1,5,118,18,0,49,8,25
296,2094,7Networks_RH_SalVentAttn_TempOccPar_1,201,58,249,0,59,-46,7
297,2095,7Networks_RH_SalVentAttn_TempOccPar_2,201,58,250,0,51,-41,13
298,2096,7Networks_RH_SalVentAttn_TempOccPar_3,201,58,252,0,62,-40,22
299,2097,7Networks_RH_SalVentAttn_TempOccPar_4,201,58,253,0,58,-31,24
300,2098,7Networks_RH_SalVentAttn_TempOccPar_5,201,58,254,0,60,-22,22
301,2099,7Networks_RH_SalVentAttn_TempOccPar_6,201,58,255,0,63,-26,38
302,2100,7Networks_RH_SalVentAttn_TempOccPar_7,198,51,250,0,62,-37,37
303,2101,7Networks_RH_SalVentAttn_PrC_1,201,59,251,0,51,3,41
304,2102,7Networks_RH_SalVentAttn_FrOperIns_1,201,59,249,0,40,5,-15
305,2103,7Networks_RH_SalVentAttn_FrOperIns_2,201,59,250,0,41,8,-3
306,2104,7Networks_RH_SalVentAttn_FrOperIns_3,201,59,252,0,40,-10,-4
307,2105,7Networks_RH_SalVentAttn_FrOperIns_4,201,59,253,0,39,-2,6
308,2106,7Networks_RH_SalVentAttn_FrOperIns_5,201,59,254,0,37,23,5
309,2107,7Networks_RH_SalVentAttn_FrOperIns_6,201,59,255,0,38,7,11
310,2108,7Networks_RH_SalVentAttn_FrOperIns_7,198,52,250,0,49,5,3
311,2109,7Networks_RH_SalVentAttn_FrOperIns_8,198,52,251,0,54,12,12
312,2110,7Networks_RH_SalVentAttn_PFCl_1,200,57,251,0,33,45,28
313,2111,7Networks_RH_SalVentAttn_Med_1,200,57,247,0,7,19,35
314,2112,7Networks_RH_SalVentAttn_Med_2,200,57,248,0,7,2,43
315,2113,7Networks_RH_SalVentAttn_Med_3,200,57,250,0,12,-34,43
316,2114,7Networks_RH_SalVentAttn_Med_4,200,57,252,0,6,11,58
317,2115,7Networks_RH_SalVentAttn_Med_5,200,57,253,0,10,-43,53
318,2116,7Networks_RH_SalVentAttn_Med_6,200,57,254,0,11,-32,50
319,2117,7Networks_RH_SalVentAttn_Med_7,200,57,255,0,7,-2,67
320,2118,7Networks_RH_SalVentAttn_Med_8,200,58,249,0,16,7,69
321,2119,7Networks_RH_Limbic_OFC_1,224,249,163,0,13,24,-21
322,2120,7Networks_RH_Limbic_OFC_2,224,249,165,0,23,22,-21
323,2121,7Networks_RH_Limbic_OFC_3,224,249,166,0,8,47,-23
324,2122,7Networks_RH_Limbic_OFC_4,224,249,167,0,20,43,-18
325,2123,7Networks_RH_Limbic_OFC_5,224,249,168,0,5,22,-21
326,2124,7Networks_RH_Limbic_OFC_6,224,249,169,0,9,63,-14
327,2125,7Networks_RH_Limbic_TempPole_1,224,249,164,0,28,-1,-40
328,2126,7Networks_RH_Limbic_TempPole_2,224,249,170,0,49,-7,-39
329,2127,7Networks_RH_Limbic_TempPole_3,224,249,171,0,37,17,-38
330,2128,7Networks_RH_Limbic_TempPole_4,224,249,172,0,39,-15,-31
331,2129,7Networks_RH_Limbic_TempPole_5,224,250,165,0,29,12,-30
332,2130,7Networks_RH_Limbic_TempPole_6,224,250,166,0,50,-28,-26
333,2131,7Networks_RH_Limbic_TempPole_7,224,250,167,0,23,-18,-27
334,2132,7Networks_RH_Cont_Par_1,234,147,33,0,54,-53,44
335,2133,7Networks_RH_Cont_Par_2,234,147,35,0,56,-41,48
336,2134,7Networks_RH_Cont_Par_3,234,147,36,0,35,-71,47
337,2135,7Networks_RH_Cont_Par_4,234,147,37,0,54,-33,51
338,2136,7Networks_RH_Cont_Par_5,234,147,38,0,47,-44,46
339,2137,7Networks_RH_Cont_Par_6,234,147,39,0,41,-55,48
340,2138,7Networks_RH_Cont_Temp_1,234,147,34,0,62,-28,-20
341,2139,7Networks_RH_Cont_Temp_2,234,147,40,0,63,-42,-11
342,2140,7Networks_RH_Cont_PFCv_1,233,148,35,0,34,21,-8
343,2141,7Networks_RH_Cont_PFCl_1,233,148,27,0,28,55,-14
344,2142,7Networks_RH_Cont_PFCl_2,233,148,28,0,42,51,-6
345,2143,7Networks_RH_Cont_PFCl_3,233,148,29,0,27,59,3
346,2144,7Networks_RH_Cont_PFCl_4,233,148,30,0,49,40,5
347,2145,7Networks_RH_Cont_PFCl_5,233,148,31,0,42,46,14
348,2146,7Networks_RH_Cont_PFCl_6,233,148,32,0,50,30,18
349,2147,7Networks_RH_Cont_PFCl_7,233,148,34,0,48,18,23
350,2148,7Networks_RH_Cont_PFCl_8,233,148,36,0,25,54,25
351,2149,7Networks_RH_Cont_PFCl_9,233,148,37,0,47,29,28
352,2150,7Networks_RH_Cont_PFCl_10,233,148,38,0,39,11,34
353,2151,7Networks_RH_Cont_PFCl_11,233,148,39,0,39,33,38
354,2152,7Networks_RH_Cont_PFCl_12,233,148,40,0,45,19,44
355,2153,7Networks_RH_Cont_PFCl_13,233,149,33,0,43,7,51
356,2154,7Networks_RH_Cont_PFCl_14,233,149,34,0,34,15,56
357,2155,7Networks_RH_Cont_PFCl_15,233,149,35,0,24,10,58
358,2156,7Networks_RH_Cont_pCun_1,233,147,35,0,13,-71,39
359,2157,7Networks_RH_Cont_pCun_2,233,147,36,0,5,-64,44
360,2158,7Networks_RH_Cont_Cing_1,233,147,34,0,6,-26,28
361,2159,7Networks_RH_Cont_Cing_2,233,147,37,0,5,1,30
362,2160,7Networks_RH_Cont_PFCmp_1,234,148,37,0,8,35,25
363,2161,7Networks_RH_Cont_PFCmp_2,234,148,38,0,5,28,48
364,2162,7Networks_RH_Default_Par_1,209,62,76,0,55,-46,19
365,2163,7Networks_RH_Default_Par_2,209,62,78,0,48,-64,22
