roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
34,1033,7Networks_LH_SomMot_9,70,130,175,0,-59,-19,20
35,1034,7Networks_LH_SomMot_10,70,130,176,0,-58,-7,29
36,1035,7Networks_LH_SomMot_11,70,130,177,0,-59,-21,35
37,1036,7Networks_LH_SomMot_12,70,130,178,0,-51,-8,42
38,1037,7Networks_LH_SomMot_13,70,130,179,0,-50,-17,44
39,1038,7Networks_LH_SomMot_14,70,130,181,0,-8,-11,45
40,1039,7Networks_LH_SomMot_15,70,130,182,0,-42,-13,49
41,1040,7Networks_LH_SomMot_16,70,130,183,0,-49,-28,57
42,1041,7Networks_LH_SomMot_17,70,130,184,0,-43,-21,54
43,1042,7Networks_LH_SomMot_18,70,130,185,0,-5,-24,52
44,1043,7Networks_LH_SomMot_19,70,130,186,0,-36,-20,64
45,1044,7Networks_LH_SomMot_20,70,130,187,0,-4,-7,60
46,1045,7Networks_LH_SomMot_21,70,131,180,0,-31,-47,63
47,1046,7Networks_LH_SomMot_22,70,131,181,0,-31,-29,62
48,1047,7Networks_LH_SomMot_23,70,131,182,0,-27,-38,68
49,1048,7Networks_LH_SomMot_24,70,131,183,0,-21,-12,68
50,1049,7Networks_LH_SomMot_25,70,131,184,0,-8,-42,67
51,1050,7Networks_LH_SomMot_26,70,131,185,0,-4,-25,67
52,1051,7Networks_LH_SomMot_27,70,131,186,0,-17,-48,71
53,1052,7Networks_LH_SomMot_28,70,131,187,0,-19,-31,69
54,1053,7Networks_LH_SomMot_29,70,132,180,0,-17,-25,70
55,1054,7Networks_LH_DorsAttn_Post_1,0,118,10,0,-48,-50,-19
56,1055,7Networks_LH_DorsAttn_Post_2,0,118,11,0,-45,-68,-8
57,1056,7Networks_LH_DorsAttn_Post_3,0,118,12,0,-55,-63,2
58,1057,7Networks_LH_DorsAttn_Post_4,0,118,13,0,-48,-66,15
59,1058,7Networks_LH_DorsAttn_Post_5,0,118,15,0,-26,-68,39
60,1059,7Networks_LH_DorsAttn_Post_6,0,118,16,0,-55,-31,44
61,1060,7Networks_LH_DorsAttn_Post_7,0,118,17,0,-30,-58,48
62,1061,7Networks_LH_DorsAttn_Post_8,0,118,18,0,-42,-34,47
63,1062,7Networks_LH_DorsAttn_Post_9,0,118,19,0,-33,-48,47
64,1063,7Networks_LH_DorsAttn_Post_10,0,118,20,0,-17,-72,54
65,1064,7Networks_LH_DorsAttn_Post_11,0,118,21,0,-29,-60,61
66,1065,7Networks_LH_DorsAttn_Post_12,0,119,14,0,-13,-59,64
67,1066,7Networks_LH_DorsAttn_FEF_1,0,118,22,0,-27,5,56
68,1067,7Networks_LH_DorsAttn_FEF_2,0,119,15,0,-32,-5,52
69,1068,7Networks_LH_DorsAttn_FEF_3,0,119,16,0,-22,5,64
70,1069,7Networks_LH_DorsAttn_PrCv_1,0,119,17,0,-49,2,38
71,1070,7Networks_LH_SalVentAttn_ParOper_1,196,58,251,0,-58,-44,27
72,1071,7Networks_LH_SalVentAttn_ParOper_2,196,58,252,0,-60,-30,24
73,1072,7Networks_LH_SalVentAttn_ParOper_3,196,58,253,0,-61,-38,39
74,1073,7Networks_LH_SalVentAttn_TempOcc_1,196,58,254,0,-54,-53,13
75,1074,7Networks_LH_SalVentAttn_FrOperIns_1,196,59,248,0,-39,-3,-4
76,1075,7Networks_LH_SalVentAttn_FrOperIns_2,196,59,249,0,-33,24,-1
77,1076,7Networks_LH_SalVentAttn_FrOperIns_3,196,59,251,0,-33,19,8
78,1077,7Networks_LH_SalVentAttn_FrOperIns_4,196,59,252,0,-38,1,11
79,1078,7Networks_LH_SalVentAttn_FrOperIns_5,196,59,253,0,-44,11,2
80,1079,7Networks_LH_SalVentAttn_FrOperIns_6,196,59,254,0,-52,1,6
81,1080,7Networks_LH_SalVentAttn_FrOperIns_7,196,59,255,0,-51,7,20
82,1081,7Networks_LH_SalVentAttn_PFCl_1,193,52,249,0,-27,46,29
83,1082,7Networks_LH_SalVentAttn_Med_1,197,58,251,0,-6,9,41
84,1083,7Networks_LH_SalVentAttn_Med_2,197,58,252,0,-12,-33,44
85,1084,7Networks_LH_SalVentAttn_Med_3,197,58,253,0,-6,-50,56
86,1085,7Networks_LH_SalVentAttn_Med_4,197,58,254,0,-11,-3,71
87,1086,7Networks_LH_Limbic_OFC_1,220,248,165,0,-24,22,-20
88,1087,7Networks_LH_Limbic_OFC_2,220,248,166,0,-8,23,-20
89,1088,7Networks_LH_Limbic_OFC_3,220,248,167,0,-11,48,-21
90,1089,7Networks_LH_Limbic_TempPole_1,220,248,163,0,-29,-4,-40
91,1090,7Networks_LH_Limbic_TempPole_2,220,248,164,0,-52,-17,-34
92,1091,7Networks_LH_Limbic_TempPole_3,220,248,168,0,-39,-20,-28
93,1092,7Networks_LH_Limbic_TempPole_4,220,248,169,0,-27,10,-34
94,1093,7Networks_LH_Limbic_TempPole_5,220,248,170,0,-43,12,-35
95,1094,7Networks_LH_Limbic_TempPole_6,220,248,171,0,-21,-18,-27
96,1095,7Networks_LH_Limbic_TempPole_7,220,248,172,0,-42,7,-19
97,1096,7Networks_LH_Cont_Par_1,230,148,35,0,-54,-50,45
98,1097,7Networks_LH_Cont_Par_2,230,148,36,0,-33,-66,48
99,1098,7Networks_LH_Cont_Par_3,230,148,37,0,-42,-52,48
100,1099,7Networks_LH_Cont_Par_4,230,148,38,0,-45,-41,46
101,1100,7Networks_LH_Cont_Temp_1,230,148,39,0,-60,-52,-9
102,1101,7Networks_LH_Cont_OFC_1,230,149,33,0,-32,41,-13
103,1102,7Networks_LH_Cont_PFCl_1,230,149,34,0,-42,49,-6
104,1103,7Networks_LH_Cont_PFCl_2,230,149,36,0,-29,57,7
105,1104,7Networks_LH_Cont_PFCl_3,230,149,37,0,-41,41,14
106,1105,7Networks_LH_Cont_PFCl_4,230,149,38,0,-45,21,25
107,1106,7Networks_LH_Cont_PFCl_5,230,149,39,0,-38,33,36
108,1107,7Networks_LH_Cont_PFCl_6,230,149,40,0,-42,12,34
109,1108,7Networks_LH_Cont_pCun_1,231,149,35,0,-9,-76,44
110,1109,7Networks_LH_Cont_pCun_2,231,149,36,0,-5,-65,52
111,1110,7Networks_LH_Cont_Cing_1,231,149,37,0,-5,-28,28
112,1111,7Networks_LH_Cont_Cing_2,231,149,38,0,-3,6,29
113,1112,7Networks_LH_Cont_PFCmp_1,230,148,34,0,-4,27,47
114,1113,7Networks_LH_Default_Temp_1,205,62,75,0,-58,-8,-21
115,1114,7Networks_LH_Default_Temp_2,205,62,76,0,-61,-35,-17
116,1115,7Networks_LH_Default_Temp_3,205,62,77,0,-52,8,-12
117,1116,7Networks_LH_Default_Temp_4,205,62,78,0,-57,-9,-6
118,1117,7Networks_LH_Default_Temp_5,205,62,80,0,-52,-21,-8
119,1118,7Networks_LH_Default_Temp_6,205,62,81,0,-61,-35,-3
120,1119,7Networks_LH_Default_Temp_7,205,62,82,0,-60,-28,2
121,1120,7Networks_LH_Default_Temp_8,205,62,83,0,-56,-44,9
122,1121,7Networks_LH_Default_Par_1,205,62,84,0,-45,-61,24
123,1122,7Networks_LH_Default_Par_2,205,62,85,0,-38,-81,33
124,1123,7Networks_LH_Default_Par_3,205,62,86,0,-57,-54,28
125,1124,7Networks_LH_Default_Par_4,205,63,79,0,-46,-66,41
126,1125,7Networks_LH_Default_PFC_1,205,63,71,0,-35,20,-13
127,1126,7Networks_LH_Default_PFC_2,205,63,72,0,-6,36,-10
128,1127,7Networks_LH_Default_PFC_3,205,63,73,0,-46,31,-10
129,1128,7Networks_LH_Default_PFC_4,205,63,74,0,-19,63,-8
130,1129,7Networks_LH_Default_PFC_5,205,63,75,0,-6,60,-1
131,1130,7Networks_LH_Default_PFC_6,205,63,76,0,-48,28,1
132,1131,7Networks_LH_Default_PFC_7,205,63,77,0,-6,44,7
133,1132,7Networks_LH_Default_PFC_8,205,63,80,0,-54,19,12
134,1133,7Networks_LH_Default_PFC_9,205,63,81,0,-18,63,19
135,1134,7Networks_LH_Default_PFC_10,205,63,82,0,-6,30,25
136,1135,7Networks_LH_Default_PFC_11,205,63,83,0,-4,50,31
137,1136,7Networks_LH_Default_PFC_12,205,63,84,0,-14,46,45
138,1137,7Networks_LH_Default_PFC_13,205,63,85,0,-23,31,43
139,1138,7Networks_LH_Default_PFC_14,205,64,78,0,-39,19,50
140,1139,7Networks_LH_Default_PFC_15,205,64,79,0,-42,7,49
141,1140,7Networks_LH_Default_PFC_16,205,64,80,0,-25,19,53
142,1141,7Networks_LH_Default_PFC_17,205,64,81,0,-12,24,61
143,1142,7Networks_LH_Default_PFC_18,205,64,82,0,-6,10,64
144,1143,7Networks_LH_Default_pCunPCC_1,205,63,78,0,-11,-51,6
145,1144,7Networks_LH_Default_pCunPCC_2,205,63,86,0,-5,-52,16
146,1145,7Networks_LH_Default_pCunPCC_3,205,64,83,0,-13,-61,19
147,1146,7Networks_LH_Default_pCunPCC_4,205,64,84,0,-5,-56,28
148,1147,7Networks_LH_Default_pCunPCC_5,205,64,85,0,-11,-69,31
149,1148,7Networks_LH_Default_pCunPCC_6,205,64,86,0,-5,-38,35
150,1149,7Networks_LH_Default_pCunPCC_7,205,65,79,0,-3,-17,37
151,1150,7Networks_LH_Default_pCunPCC_8,205,65,80,0,-6,-55,41
152,2000,medial_wall,,,,,,,
153,2001,7Networks_RH_Vis_1,120,17,133,0,35,-44,-20
154,2002,7Networks_RH_Vis_2,120,17,134,0,28,-28,-20
155,2003,7Networks_RH_Vis_3,120,17,135,0,26,-54,-9
156,2004,7Networks_RH_Vis_4,120,18,128,0,28,-75,-13
157,2005,7Networks_RH_Vis_5,120,18,129,0,18,-36,-12
158,2006,7Networks_RH_Vis_6,120,18,130,0,47,-76,-11
159,2007,7Networks_RH_Vis_7,120,18,131,0,9,-72,-5
160,2008,7Networks_RH_Vis_8,120,18,132,0,13,-58,-3
161,2009,7Networks_RH_Vis_9,120,18,133,0,7,-88,-9
162,2010,7Networks_RH_Vis_10,120,18,134,0,24,-95,-10
163,2011,7Networks_RH_Vis_11,120,18,136,0,17,-45,-1
164,2012,7Networks_RH_Vis_12,120,18,137,0,49,-64,4
165,2013,7Networks_RH_Vis_13,120,18,138,0,10,-95,2
166,2014,7Networks_RH_Vis_14,120,18,139,0,35,-89,1
167,2015,7Networks_RH_Vis_15,120,18,140,0,9,-74,9
168,2016,7Networks_RH_Vis_16,120,18,141,0,22,-60,7
169,2017,7Networks_RH_Vis_17,120,18,142,0,18,-97,14
170,2018,7Networks_RH_Vis_18,120,19,135,0,43,-79,10
171,2019,7Networks_RH_Vis_19,120,19,136,0,9,-88,24
172,2020,7Networks_RH_Vis_20,120,19,137,0,13,-73,26
173,2021,7Networks_RH_Vis_21,120,19,138,0,27,-86,23
174,2022,7Networks_RH_Vis_22,120,19,139,0,35,-77,25
175,2023,7Networks_RH_Vis_23,120,19,140,0,20,-84,41
176,2024,7Networks_RH_SomMot_1,70,129,177,0,53,-10,3
177,2025,7Networks_RH_SomMot_2,70,129,178,0,63,-19,0
178,2026,7Networks_RH_SomMot_3,70,129,179,0,35,-21,14
179,2027,7Networks_RH_SomMot_4,70,129,180,0,40,-10,15
180,2028,7Networks_RH_SomMot_5,70,129,181,0,61,-24,11
181,2029,7Networks_RH_SomMot_6,70,130,174,0,60,-37,12
182,2030,7Networks_RH_SomMot_7,70,130,175,0,42,-28,18
183,2031,7Networks_RH_SomMot_8,70,130,176,0,59,0,11
184,2032,7Networks_RH_SomMot_9,70,130,177,0,54,-14,16
185,2033,7Networks_RH_SomMot_10,70,130,178,0,61,-4,26
186,2034,7Networks_RH_SomMot_11,70,130,179,0,58,-14,35
187,2035,7Networks_RH_SomMot_12,70,130,180,0,52,-8,37
188,2036,7Networks_RH_SomMot_13,70,130,182,0,52,-13,50
189,2037,7Networks_RH_SomMot_14,70,130,183,0,46,-10,48
190,2038,7Networks_RH_SomMot_15,70,130,184,0,50,-24,54
191,2039,7Networks_RH_SomMot_16,70,130,185,0,7,-11,50
192,2040,7Networks_RH_SomMot_17,70,130,186,0,39,-25,57
193,2041,7Networks_RH_SomMot_18,70,130,187,0,33,-41,64
194,2042,7Networks_RH_SomMot_19,70,130,188,0,33,-34,62
195,2043,7Networks_RH_SomMot_20,70,131,181,0,37,-20,64
196,2044,7Networks_RH_SomMot_21,70,131,182,0,9,-40,65
197,2045,7Networks_RH_SomMot_22,70,131,183,0,5,-23,65
198,2046,7Networks_RH_SomMot_23,70,131,184,0,24,-28,66
199,2047,7Networks_RH_SomMot_24,70,131,185,0,23,-35,70
200,2048,7Networks_RH_SomMot_25,70,131,186,0,22,-24,68
201,2049,7Networks_RH_SomMot_26,70,131,187,0,18,-10,71
202,2050,7Networks_RH_SomMot_27,70,131,188,0,12,-37,77
203,2051,7Networks_RH_SomMot_28,70,132,181,0,13,-29,73
204,2052,7Networks_RH_DorsAttn_Post_1,0,119,10,0,50,-53,-16
205,2053,7Networks_RH_DorsAttn_Post_2,0,119,11,0,60,-53,-4
206,2054,7Networks_RH_DorsAttn_Post_3,0,119,12,0,54,-56,14
207,2055,7Networks_RH_DorsAttn_Post_4,0,119,13,0,35,-70,45
208,2056,7Networks_RH_DorsAttn_Post_5,0,119,14,0,52,-34,52
209,2057,7Networks_RH_DorsAttn_Post_6,0,119,16,0,54,-24,43
210,2058,7Networks_RH_DorsAttn_Post_7,0,119,17,0,27,-67,42
211,2059,7Networks_RH_DorsAttn_Post_8,0,119,18,0,40,-41,45
212,2060,7Networks_RH_DorsAttn_Post_9,0,119,19,0,39,-32,46
213,2061,7Networks_RH_DorsAttn_Post_10,0,119,20,0,16,-72,54
214,2062,7Networks_RH_DorsAttn_Post_11,0,119,21,0,34,-50,52
215,2063,7Networks_RH_DorsAttn_Post_12,0,119,22,0,26,-59,61
216,2064,7Networks_RH_DorsAttn_Post_13,0,120,15,0,8,-56,61
217,2065,7Networks_RH_DorsAttn_Post_14,0,120,16,0,21,-48,71
218,2066,7Networks_RH_DorsAttn_FEF_1,1,118,15,0,35,-4,52
219,2067,7Networks_RH_DorsAttn_FEF_2,1,118,16,0,25,8,58
220,2068,7Networks_RH_DorsAttn_FEF_3,1,118,17,0,26,-9,62
221,2069,7Networks_RH_DorsAttn_PrCv_1,1,118,18,0,49,8,25
222,2070,7Networks_RH_SalVentAttn_TempOccPar_1,197,58,250,0,57,-45,9
223,2071,7Networks_RH_SalVentAttn_TempOccPar_2,197,58,252,0,64,-33,23
224,2072,7Networks_RH_SalVentAttn_TempOccPar_3,197,58,253,0,53,-29,26
225,2073,7Networks_RH_SalVentAttn_TempOccPar_4,197,58,254,0,62,-20,24
226,2074,7Networks_RH_SalVentAttn_TempOccPar_5,197,58,255,0,63,-26,39
227,2075,7Networks_RH_SalVentAttn_PrC_1,197,59,251,0,51,4,40
228,2076,7Networks_RH_SalVentAttn_FrOperIns_1,197,59,250,0,40,5,-11
229,2077,7Networks_RH_SalVentAttn_FrOperIns_2,197,59,252,0,40,-11,-2
230,2078,7Networks_RH_SalVentAttn_FrOperIns_3,197,59,253,0,38,21,4
231,2079,7Networks_RH_SalVentAttn_FrOperIns_4,197,59,254,0,39,4,7
232,2080,7Networks_RH_SalVentAttn_FrOperIns_5,197,59,255,0,50,5,4
233,2081,7Networks_RH_SalVentAttn_FrOperIns_6,194,52,250,0,53,13,14
234,2082,7Networks_RH_SalVentAttn_Med_1,196,57,248,0,7,9,41
235,2083,7Networks_RH_SalVentAttn_Med_2,196,57,250,0,7,-16,40
236,2084,7Networks_RH_SalVentAttn_Med_3,196,57,251,0,11,-37,45
237,2085,7Networks_RH_SalVentAttn_Med_4,196,57,252,0,11,-35,53
238,2086,7Networks_RH_SalVentAttn_Med_5,196,57,253,0,6,0,64
239,2087,7Networks_RH_SalVentAttn_Med_6,196,57,254,0,16,6,69
240,2088,7Networks_RH_Limbic_OFC_1,220,249,165,0,13,27,-21
241,2089,7Networks_RH_Limbic_OFC_2,220,249,166,0,26,21,-20
242,2090,7Networks_RH_Limbic_OFC_3,220,249,167,0,4,25,-22
243,2091,7Networks_RH_Limbic_OFC_4,220,249,168,0,10,52,-21
244,2092,7Networks_RH_Limbic_TempPole_1,220,249,164,0,35,-1,-44
245,2093,7Networks_RH_Limbic_TempPole_2,220,249,169,0,29,12,-34
246,2094,7Networks_RH_Limbic_TempPole_3,220,249,170,0,26,-9,-33
247,2095,7Networks_RH_Limbic_TempPole_4,220,249,171,0,52,-14,-34
248,2096,7Networks_RH_Limbic_TempPole_5,220,249,172,0,42,-20,-28
249,2097,7Networks_RH_Limbic_TempPole_6,220,250,165,0,46,10,-16
250,2098,7Networks_RH_Cont_Par_1,230,147,35,0,62,-38,38
251,2099,7Networks_RH_Cont_Par_2,230,147,36,0,53,-42,48
252,2100,7Networks_RH_Cont_Par_3,230,147,37,0,41,-54,48
253,2101,7Networks_RH_Cont_Temp_1,230,147,34,0,62,-34,-17
254,2102,7Networks_RH_Cont_PFCv_1,229,148,35,0,34,21,-9
255,2103,7Networks_RH_Cont_PFCl_1,229,148,29,0,30,42,-14
256,2104,7Networks_RH_Cont_PFCl_2,229,148,30,0,22,63,-7
257,2105,7Networks_RH_Cont_PFCl_3,229,148,31,0,42,51,-7
258,2106,7Networks_RH_Cont_PFCl_4,229,148,32,0,30,57,7
259,2107,7Networks_RH_Cont_PFCl_5,229,148,34,0,44,44,11
260,2108,7Networks_RH_Cont_PFCl_6,229,148,36,0,48,31,21
261,2109,7Networks_RH_Cont_PFCl_7,229,148,37,0,35,45,27
262,2110,7Networks_RH_Cont_PFCl_8,229,148,38,0,26,51,28
263,2111,7Networks_RH_Cont_PFCl_9,229,148,39,0,41,15,30
264,2112,7Networks_RH_Cont_PFCl_10,229,148,40,0,39,33,38
265,2113,7Networks_RH_Cont_PFCl_11,229,149,33,0,43,15,47
266,2114,7Networks_RH_Cont_PFCl_12,229,149,34,0,31,17,53
267,2115,7Networks_RH_Cont_pCun_1,229,147,35,0,14,-70,37
268,2116,7Networks_RH_Cont_pCun_2,229,147,36,0,5,-66,47
269,2117,7Networks_RH_Cont_Cing_1,229,147,34,0,6,-26,29
270,2118,7Networks_RH_Cont_Cing_2,229,147,37,0,5,1,30
271,2119,7Networks_RH_Cont_PFCmp_1,230,148,37,0,7,30,28
272,2120,7Networks_RH_Cont_PFCmp_2,230,148,38,0,5,19,54
273,2121,7Networks_RH_Default_Par_1,205,62,76,0,55,-43,26
274,2122,7Networks_RH_Default_Par_2,205,62,78,0,53,-52,24
275,2123,7Networks_RH_Default_Par_3,205,62,79,0,47,-69,26
276,2124,7Networks_RH_Default_Par_4,205,62,80,0,47,-65,42
277,2125,7Networks_RH_Default_Par_5,205,62,81,0,55,-52,41
278,2126,7Networks_RH_Default_Temp_1,205,61,77,0,47,13,-32
279,2127,7Networks_RH_Default_Temp_2,205,61,79,0,60,-7,-21
280,2128,7Networks_RH_Default_Temp_3,205,61,80,0,54,-1,-13
281,2129,7Networks_RH_Default_Temp_4,205,61,81,0,50,-19,-9
282,2130,7Networks_RH_Default_Temp_5,205,61,82,0,63,-28,-5
283,2131,7Networks_RH_Default_Temp_6,205,61,83,0,51,-32,1
284,2132,7Networks_RH_Default_PFCv_1,205,61,78,0,42,28,-15
285,2133,7Networks_RH_Default_PFCv_2,205,61,84,0,49,32,-4
286,2134,7Networks_RH_Default_PFCv_3,205,62,77,0,54,24,7
287,2135,7Networks_RH_Default_PFCdPFCm_1,204,62,75,0,5,39,-11
288,2136,7Networks_RH_Default_PFCdPFCm_2,204,62,76,0,7,64,-7
289,2137,7Networks_RH_Default_PFCdPFCm_3,204,62,77,0,8,43,5
290,2138,7Networks_RH_Default_PFCdPFCm_4,204,62,79,0,18,65,16
291,2139,7Networks_RH_Default_PFCdPFCm_5,204,62,80,0,6,55,17
292,2140,7Networks_RH_Default_PFCdPFCm_6,204,62,81,0,6,25,18
293,2141,7Networks_RH_Default_PFCdPFCm_7,204,62,82,0,16,49,41
294,2142,7Networks_RH_Default_PFCdPFCm_8,204,62,83,0,5,40,43
295,2143,7Networks_RH_Default_PFCdPFCm_9,204,62,84,0,25,30,45
296,2144,7Networks_RH_Default_PFCdPFCm_10,204,62,85,0,14,24,60
297,2145,7Networks_RH_Default_pCunPCC_1,204,62,78,0,10,-51,10
298,2146,7Networks_RH_Default_pCunPCC_2,204,63,77,0,16,-58,21
299,2147,7Networks_RH_Default_pCunPCC_3,204,63,78,0,5,-54,24
300,2148,7Networks_RH_Default_pCunPCC_4,204,63,79,0,6,-37,36
301,2149,7Networks_RH_Default_pCunPCC_5,204,63,80,0,7,-57,35
302,2150,7Networks_RH_Default_pCunPCC_6,204,63,81,0,7,-50,45
