roi,mics,label,R,G,B,A,side, coor.x, coor.y, coor.z
112,,R_VosdeWael_Area_12,0,12,12,0,right,,,
113,,R_VosdeWael_Area_13,0,13,13,0,right,,,
114,,R_VosdeWael_Area_14,0,14,14,0,right,,,
115,,R_VosdeWael_Area_15,0,15,15,0,right,,,
116,,R_VosdeWael_Area_16,0,16,16,0,right,,,
117,,R_VosdeWael_Area_17,0,17,17,0,right,,,
118,,R_VosdeWael_Area_18,0,18,18,0,right,,,
119,,R_VosdeWael_Area_19,0,19,19,0,right,,,
120,,R_VosdeWael_Area_20,0,20,20,0,right,,,
121,,R_VosdeWael_Area_21,0,21,21,0,right,,,
122,,R_VosdeWael_Area_22,0,22,22,0,right,,,
123,,R_VosdeWael_Area_23,0,23,23,0,right,,,
124,,R_VosdeWael_Area_24,0,24,24,0,right,,,
125,,R_VosdeWael_Area_25,0,25,25,0,right,,,
126,,R_VosdeWael_Area_26,0,26,26,0,right,,,
127,,R_VosdeWael_Area_27,0,27,27,0,right,,,
128,,R_VosdeWael_Area_28,0,28,28,0,right,,,
129,,R_VosdeWael_Area_29,0,29,29,0,right,,,
130,,R_VosdeWael_Area_30,0,30,30,0,right,,,
131,,R_VosdeWael_Area_31,0,31,31,0,right,,,
132,,R_VosdeWael_Area_32,0,32,32,0,right,,,
133,,R_VosdeWael_Area_33,0,33,33,0,right,,,
134,,R_VosdeWael_Area_34,0,34,34,0,right,,,
135,,R_VosdeWael_Area_35,0,35,35,0,right,,,
136,,R_VosdeWael_Area_36,0,36,36,0,right,,,
137,,R_VosdeWael_Area_37,0,37,37,0,right,,,
138,,R_VosdeWael_Area_38,0,38,38,0,right,,,
139,,R_VosdeWael_Area_39,0,39,39,0,right,,,
140,,R_VosdeWael_Area_40,0,40,40,0,right,,,
141,,R_VosdeWael_Area_41,0,41,41,0,right,,,
142,,R_VosdeWael_Area_42,0,42,42,0,right,,,
143,,R_VosdeWael_Area_43,0,43,43,0,right,,,
144,,R_VosdeWael_Area_44,0,44,44,0,right,,,
145,,R_VosdeWael_Area_45,0,45,45,0,right,,,
146,,R_VosdeWael_Area_46,0,46,46,0,right,,,
147,,R_VosdeWael_Area_47,0,47,47,0,right,,,
148,,R_VosdeWael_Area_48,0,48,48,0,right,,,
149,,R_VosdeWael_Area_49,0,49,49,0,right,,,
150,,R_VosdeWael_Area_50,0,50,50,0,right,,,
151,,R_VosdeWael_Area_51,0,51,51,0,right,,,
152,,R_VosdeWael_Area_52,0,52,52,0,right,,,
153,,R_VosdeWael_Area_53,0,53,53,0,right,,,
154,,R_VosdeWael_Area_54,0,54,54,0,right,,,
155,,R_VosdeWael_Area_55,0,55,55,0,right,,,
156,,R_VosdeWael_Area_56,0,56,56,0,right,,,
157,,R_VosdeWael_Area_57,0,57,57,0,right,,,
158,,R_VosdeWael_Area_58,0,58,58,0,right,,,
159,,R_VosdeWael_Area_59,0,59,59,0,right,,,
160,,R_VosdeWael_Area_60,0,60,60,0,right,,,
161,,R_VosdeWael_Area_61,0,61,61,0,right,,,
162,,R_VosdeWael_Area_62,0,62,62,0,right,,,
163,,R_VosdeWael_Area_63,0,63,63,0,right,,,
164,,R_VosdeWael_Area_64,0,64,64,0,right,,,
165,,R_VosdeWael_Area_65,0,65,65,0,right,,,
166,,R_VosdeWael_Area_66,0,66,66,0,right,,,
167,,R_VosdeWael_Area_67,0,67,67,0,right,,,
168,,R_VosdeWael_Area_68,0,68,68,0,right,,,
169,,R_VosdeWael_Area_69,0,69,69,0,right,,,
170,,R_VosdeWael_Area_70,0,70,70,0,right,,,
171,,R_VosdeWael_Area_71,0,71,71,0,right,,,
172,,R_VosdeWael_Area_72,0,72,72,0,right,,,
173,,R_VosdeWael_Area_73,0,73,73,0,right,,,
174,,R_VosdeWael_Area_74,0,74,74,0,right,,,
175,,R_VosdeWael_Area_75,0,75,75,0,right,,,
176,,R_VosdeWael_Area_76,0,76,76,0,right,,,
177,,R_VosdeWael_Area_77,0,77,77,0,right,,,
178,,R_VosdeWael_Area_78,0,78,78,0,right,,,
179,,R_VosdeWael_Area_79,0,79,79,0,right,,,
180,,R_VosdeWael_Area_80,0,80,80,0,right,,,
181,,R_VosdeWael_Area_81,0,81,81,0,right,,,
182,,R_VosdeWael_Area_82,0,82,82,0,right,,,
183,,R_VosdeWael_Area_83,0,83,83,0,right,,,
184,,R_VosdeWael_Area_84,0,84,84,0,right,,,
185,,R_VosdeWael_Area_85,0,85,85,0,right,,,
186,,R_VosdeWael_Area_86,0,86,86,0,right,,,
187,,R_VosdeWael_Area_87,0,87,87,0,right,,,
188,,R_VosdeWael_Area_88,0,88,88,0,right,,,
189,,R_VosdeWael_Area_89,0,89,89,0,right,,,
190,,R_VosdeWael_Area_90,0,90,90,0,right,,,
191,,R_VosdeWael_Area_91,0,91,91,0,right,,,
192,,R_VosdeWael_Area_92,0,92,92,0,right,,,
193,,R_VosdeWael_Area_93,0,93,93,0,right,,,
194,,R_VosdeWael_Area_94,0,94,94,0,right,,,
195,,R_VosdeWael_Area_95,0,95,95,0,right,,,
196,,R_VosdeWael_Area_96,0,96,96,0,right,,,
197,,R_VosdeWael_Area_97,0,97,97,0,right,,,
198,,R_VosdeWael_Area_98,0,98,98,0,right,,,
199,,R_VosdeWael_Area_99,0,99,99,0,right,,,
200,,R_VosdeWael_Area_100,0,100,100,0,right,,,
