roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
177,1176,7Networks_LH_Limbic_OFC_6,220,248,168,0,-3,42,-22
178,1177,7Networks_LH_Limbic_OFC_7,220,248,169,0,-5,25,-11
179,1178,7Networks_LH_Limbic_OFC_8,220,248,170,0,-10,64,-15
180,1179,7Networks_LH_Limbic_TempPole_1,220,248,160,0,-31,0,-43
181,1180,7Networks_LH_Limbic_TempPole_2,220,248,161,0,-49,-11,-38
182,1181,7Networks_LH_Limbic_TempPole_3,220,248,164,0,-25,-7,-34
183,1182,7Networks_LH_Limbic_TempPole_4,220,248,171,0,-45,5,-39
184,1183,7Networks_LH_Limbic_TempPole_5,220,248,172,0,-39,-16,-31
185,1184,7Networks_LH_Limbic_TempPole_6,220,249,165,0,-25,8,-32
186,1185,7Networks_LH_Limbic_TempPole_7,220,249,166,0,-30,-16,-30
187,1186,7Networks_LH_Limbic_TempPole_8,220,249,167,0,-54,-31,-27
188,1187,7Networks_LH_Limbic_TempPole_9,220,249,168,0,-39,17,-32
189,1188,7Networks_LH_Limbic_TempPole_10,220,249,169,0,-37,-36,-23
190,1189,7Networks_LH_Limbic_TempPole_11,220,249,170,0,-21,-19,-27
191,1190,7Networks_LH_Limbic_TempPole_12,220,249,171,0,-31,-28,-22
192,1191,7Networks_LH_Limbic_TempPole_13,220,249,172,0,-36,8,-25
193,1192,7Networks_LH_Limbic_TempPole_14,220,250,165,0,-45,6,-16
194,1193,7Networks_LH_Cont_Par_1,230,148,31,0,-29,-75,44
195,1194,7Networks_LH_Cont_Par_2,230,148,32,0,-59,-42,45
196,1195,7Networks_LH_Cont_Par_3,230,148,33,0,-51,-53,49
197,1196,7Networks_LH_Cont_Par_4,230,148,35,0,-53,-46,53
198,1197,7Networks_LH_Cont_Par_5,230,148,36,0,-37,-62,51
199,1198,7Networks_LH_Cont_Par_6,230,148,37,0,-43,-53,49
200,1199,7Networks_LH_Cont_Par_7,230,148,38,0,-45,-42,47
201,1200,7Networks_LH_Cont_Par_8,230,148,39,0,-31,-60,46
202,1201,7Networks_LH_Cont_Par_9,230,148,40,0,-34,-50,40
203,1202,7Networks_LH_Cont_Temp_1,230,148,41,0,-61,-48,-11
204,1203,7Networks_LH_Cont_PFCd_1,230,149,35,0,-30,3,59
205,1204,7Networks_LH_Cont_PFCd_2,230,149,36,0,-22,8,60
206,1205,7Networks_LH_Cont_OFC_1,230,149,30,0,-25,48,-15
207,1206,7Networks_LH_Cont_PFCl_1,230,149,31,0,-41,50,-7
208,1207,7Networks_LH_Cont_PFCl_2,230,149,32,0,-49,40,-1
209,1208,7Networks_LH_Cont_PFCl_3,230,149,33,0,-39,49,7
210,1209,7Networks_LH_Cont_PFCl_4,230,149,34,0,-30,56,11
211,1210,7Networks_LH_Cont_PFCl_5,230,149,37,0,-46,35,13
212,1211,7Networks_LH_Cont_PFCl_6,230,149,38,0,-49,10,14
213,1212,7Networks_LH_Cont_PFCl_7,230,149,39,0,-48,18,24
214,1213,7Networks_LH_Cont_PFCl_8,230,149,40,0,-40,41,21
215,1214,7Networks_LH_Cont_PFCl_9,230,149,41,0,-44,25,27
216,1215,7Networks_LH_Cont_PFCl_10,230,149,42,0,-37,9,32
217,1216,7Networks_LH_Cont_PFCl_11,230,150,35,0,-35,32,38
218,1217,7Networks_LH_Cont_PFCl_12,230,150,36,0,-45,20,36
219,1218,7Networks_LH_Cont_PFCl_13,230,150,37,0,-45,12,40
220,1219,7Networks_LH_Cont_PFCv_1,231,148,36,0,-35,14,-8
221,1220,7Networks_LH_Cont_PFCv_2,231,148,37,0,-32,22,-1
222,1221,7Networks_LH_Cont_pCun_1,231,149,35,0,-9,-76,43
223,1222,7Networks_LH_Cont_pCun_2,231,149,36,0,-6,-62,51
224,1223,7Networks_LH_Cont_Cing_1,231,149,37,0,-6,-40,24
225,1224,7Networks_LH_Cont_Cing_2,231,149,38,0,-4,15,25
226,1225,7Networks_LH_Cont_Cing_3,231,149,39,0,-4,-22,29
227,1226,7Networks_LH_Cont_Cing_4,231,149,40,0,-4,1,30
228,1227,7Networks_LH_Cont_PFCmp_1,230,148,34,0,-4,27,46
229,1228,7Networks_LH_Cont_PFCmp_2,230,150,33,0,-5,14,52
230,1229,7Networks_LH_Default_Temp_1,205,61,76,0,-55,0,-29
231,1230,7Networks_LH_Default_Temp_2,205,61,77,0,-60,-19,-23
232,1231,7Networks_LH_Default_Temp_3,205,61,78,0,-52,8,-19
233,1232,7Networks_LH_Default_Temp_4,205,61,79,0,-61,-36,-16
234,1233,7Networks_LH_Default_Temp_5,205,62,72,0,-61,-10,-15
235,1234,7Networks_LH_Default_Temp_6,205,62,73,0,-53,-4,-11
236,1235,7Networks_LH_Default_Temp_7,205,62,74,0,-63,-33,-4
237,1236,7Networks_LH_Default_Temp_8,205,62,75,0,-51,-22,-8
238,1237,7Networks_LH_Default_Temp_9,205,62,76,0,-60,-18,-2
239,1238,7Networks_LH_Default_Temp_10,205,62,77,0,-51,-34,0
240,1239,7Networks_LH_Default_Temp_11,205,62,78,0,-63,-50,4
241,1240,7Networks_LH_Default_Temp_12,205,62,80,0,-52,-44,6
242,1241,7Networks_LH_Default_Par_1,205,62,81,0,-47,-49,14
243,1242,7Networks_LH_Default_Par_2,205,62,82,0,-45,-56,19
244,1243,7Networks_LH_Default_Par_3,205,62,83,0,-60,-49,16
245,1244,7Networks_LH_Default_Par_4,205,62,84,0,-43,-72,24
246,1245,7Networks_LH_Default_Par_5,205,62,85,0,-45,-63,24
247,1246,7Networks_LH_Default_Par_6,205,62,86,0,-49,-54,26
248,1247,7Networks_LH_Default_Par_7,205,63,79,0,-39,-81,33
249,1248,7Networks_LH_Default_Par_8,205,63,80,0,-61,-53,28
250,1249,7Networks_LH_Default_Par_9,205,63,81,0,-48,-68,34
251,1250,7Networks_LH_Default_Par_10,205,63,82,0,-49,-59,38
252,1251,7Networks_LH_Default_Par_11,205,63,83,0,-39,-74,44
253,1252,7Networks_LH_Default_Par_12,205,63,84,0,-56,-51,38
254,1253,7Networks_LH_Default_Par_13,205,63,85,0,-45,-64,49
255,1254,7Networks_LH_Default_PFC_1,205,63,71,0,-28,17,-16
256,1255,7Networks_LH_Default_PFC_2,205,63,72,0,-36,37,-13
257,1256,7Networks_LH_Default_PFC_3,205,63,73,0,-37,24,-15
258,1257,7Networks_LH_Default_PFC_4,205,63,74,0,-5,55,-10
259,1258,7Networks_LH_Default_PFC_5,205,63,75,0,-47,32,-10
260,1259,7Networks_LH_Default_PFC_6,205,63,76,0,-6,39,-7
261,1260,7Networks_LH_Default_PFC_7,205,63,77,0,-20,63,-7
262,1261,7Networks_LH_Default_PFC_8,205,64,78,0,-29,58,-1
263,1262,7Networks_LH_Default_PFC_9,205,64,79,0,-48,27,1
264,1263,7Networks_LH_Default_PFC_10,205,64,80,0,-12,69,5
265,1264,7Networks_LH_Default_PFC_11,205,64,81,0,-6,45,6
266,1265,7Networks_LH_Default_PFC_12,205,64,82,0,-53,19,10
267,1266,7Networks_LH_Default_PFC_13,205,64,83,0,-22,63,11
268,1267,7Networks_LH_Default_PFC_14,205,64,84,0,-6,57,15
269,1268,7Networks_LH_Default_PFC_15,205,64,85,0,-3,30,16
270,1269,7Networks_LH_Default_PFC_16,205,65,78,0,-14,62,24
271,1270,7Networks_LH_Default_PFC_17,205,65,79,0,-7,36,22
272,1271,7Networks_LH_Default_PFC_18,205,65,80,0,-22,54,27
273,1272,7Networks_LH_Default_PFC_19,205,65,81,0,-4,47,35
274,1273,7Networks_LH_Default_PFC_20,205,65,82,0,-20,40,42
275,1274,7Networks_LH_Default_PFC_21,205,65,83,0,-13,47,44
276,1275,7Networks_LH_Default_PFC_22,205,65,84,0,-25,27,44
277,1276,7Networks_LH_Default_PFC_23,205,65,85,0,-39,19,50
278,1277,7Networks_LH_Default_PFC_24,205,66,78,0,-42,7,49
279,1278,7Networks_LH_Default_PFC_25,205,66,79,0,-6,37,54
280,1279,7Networks_LH_Default_PFC_26,205,66,80,0,-29,16,55
281,1280,7Networks_LH_Default_PFC_27,205,66,81,0,-22,24,52
282,1281,7Networks_LH_Default_PFC_28,205,66,82,0,-14,23,61
283,1282,7Networks_LH_Default_PFC_29,205,66,83,0,-5,13,64
284,1283,7Networks_LH_Default_pCunPCC_1,205,63,78,0,-10,-53,8
285,1284,7Networks_LH_Default_pCunPCC_2,205,63,86,0,-6,-47,15
286,1285,7Networks_LH_Default_pCunPCC_3,205,64,86,0,-12,-59,17
287,1286,7Networks_LH_Default_pCunPCC_4,205,65,86,0,-4,-53,19
288,1287,7Networks_LH_Default_pCunPCC_5,205,66,84,0,-15,-65,24
289,1288,7Networks_LH_Default_pCunPCC_6,205,66,85,0,-4,-66,24
290,1289,7Networks_LH_Default_pCunPCC_7,205,66,86,0,-7,-56,27
291,1290,7Networks_LH_Default_pCunPCC_8,205,67,79,0,-4,-43,30
292,1291,7Networks_LH_Default_pCunPCC_9,205,67,80,0,-10,-70,31
293,1292,7Networks_LH_Default_pCunPCC_10,205,67,81,0,-5,-62,33
294,1293,7Networks_LH_Default_pCunPCC_11,205,67,82,0,-4,-31,36
295,1294,7Networks_LH_Default_pCunPCC_12,205,67,83,0,-2,-15,37
296,1295,7Networks_LH_Default_pCunPCC_13,205,67,84,0,-12,-49,35
297,1296,7Networks_LH_Default_pCunPCC_14,205,67,85,0,-5,-39,40
298,1297,7Networks_LH_Default_pCunPCC_15,205,67,86,0,-3,-68,42
299,1298,7Networks_LH_Default_pCunPCC_16,205,68,79,0,-5,-57,43
300,1299,7Networks_LH_Default_pCunPCC_17,205,68,80,0,-7,-48,43
301,1300,7Networks_LH_Default_PHC_1,206,62,79,0,-21,-35,-15
302,2000,medial_wall,,,,,,,
303,2001,7Networks_RH_Vis_1,124,16,131,0,30,-30,-19
304,2002,7Networks_RH_Vis_2,124,16,132,0,36,-51,-18
305,2003,7Networks_RH_Vis_3,124,16,133,0,29,-50,-12
306,2004,7Networks_RH_Vis_4,124,16,134,0,37,-73,-15
307,2005,7Networks_RH_Vis_5,124,16,135,0,26,-75,-11
308,2006,7Networks_RH_Vis_6,124,17,128,0,24,-46,-8
309,2007,7Networks_RH_Vis_7,124,17,129,0,22,-66,-8
310,2008,7Networks_RH_Vis_8,124,17,130,0,18,-31,-14
311,2009,7Networks_RH_Vis_9,124,17,131,0,20,-88,-12
312,2010,7Networks_RH_Vis_10,124,17,132,0,41,-84,-16
313,2011,7Networks_RH_Vis_11,124,17,133,0,12,-80,-13
314,2012,7Networks_RH_Vis_12,124,17,134,0,51,-65,-8
315,2013,7Networks_RH_Vis_13,124,17,135,0,14,-58,-5
316,2014,7Networks_RH_Vis_14,124,18,128,0,9,-71,-4
317,2015,7Networks_RH_Vis_15,124,18,129,0,9,-92,-11
318,2016,7Networks_RH_Vis_16,124,18,130,0,15,-39,-6
319,2017,7Networks_RH_Vis_17,124,18,131,0,28,-95,-10
320,2018,7Networks_RH_Vis_18,124,18,132,0,4,-81,-3
321,2019,7Networks_RH_Vis_19,124,18,133,0,43,-85,-5
322,2020,7Networks_RH_Vis_20,124,18,134,0,18,-50,0
323,2021,7Networks_RH_Vis_21,124,18,136,0,11,-60,5
324,2022,7Networks_RH_Vis_22,124,18,137,0,13,-45,3
325,2023,7Networks_RH_Vis_23,124,18,138,0,8,-89,3
326,2024,7Networks_RH_Vis_24,124,18,139,0,12,-99,2
327,2025,7Networks_RH_Vis_25,124,18,140,0,48,-67,4
328,2026,7Networks_RH_Vis_26,124,18,141,0,23,-100,2
329,2027,7Networks_RH_Vis_27,124,18,142,0,10,-73,9
330,2028,7Networks_RH_Vis_28,124,19,135,0,33,-91,4
331,2029,7Networks_RH_Vis_29,124,19,136,0,23,-59,7
332,2030,7Networks_RH_Vis_30,124,19,137,0,23,-97,14
333,2031,7Networks_RH_Vis_31,124,19,138,0,5,-85,12
334,2032,7Networks_RH_Vis_32,124,19,139,0,43,-79,10
335,2033,7Networks_RH_Vis_33,124,19,140,0,12,-94,19
336,2034,7Networks_RH_Vis_34,124,19,141,0,29,-88,17
337,2035,7Networks_RH_Vis_35,124,19,142,0,16,-66,19
338,2036,7Networks_RH_Vis_36,124,20,135,0,5,-79,24
339,2037,7Networks_RH_Vis_37,124,20,136,0,8,-87,34
340,2038,7Networks_RH_Vis_38,124,20,137,0,36,-80,25
341,2039,7Networks_RH_Vis_39,124,20,138,0,17,-64,28
342,2040,7Networks_RH_Vis_40,124,20,139,0,22,-87,30
343,2041,7Networks_RH_Vis_41,124,20,140,0,14,-77,31
344,2042,7Networks_RH_Vis_42,124,20,141,0,30,-77,25
345,2043,7Networks_RH_Vis_43,124,20,142,0,18,-83,42
346,2044,7Networks_RH_Vis_44,124,21,135,0,29,-78,41
347,2045,7Networks_RH_SomMot_1,74,127,179,0,54,4,-5
348,2046,7Networks_RH_SomMot_2,74,127,180,0,60,-14,-4
349,2047,7Networks_RH_SomMot_3,74,127,181,0,56,-11,4
350,2048,7Networks_RH_SomMot_4,74,128,174,0,61,-25,2
351,2049,7Networks_RH_SomMot_5,74,128,175,0,40,-19,4
352,2050,7Networks_RH_SomMot_6,74,128,176,0,37,-9,12
353,2051,7Networks_RH_SomMot_7,74,128,177,0,47,-22,10
354,2052,7Networks_RH_SomMot_8,74,128,178,0,35,-21,13
355,2053,7Networks_RH_SomMot_9,74,128,179,0,61,-24,11
356,2054,7Networks_RH_SomMot_10,74,128,180,0,42,-1,14
357,2055,7Networks_RH_SomMot_11,74,128,181,0,64,-35,11
358,2056,7Networks_RH_SomMot_12,74,129,174,0,41,-12,18
359,2057,7Networks_RH_SomMot_13,74,129,175,0,41,-29,18
360,2058,7Networks_RH_SomMot_14,74,129,176,0,50,-9,13
361,2059,7Networks_RH_SomMot_15,74,129,177,0,60,0,11
362,2060,7Networks_RH_SomMot_16,74,129,178,0,49,-20,18
363,2061,7Networks_RH_SomMot_17,74,129,179,0,61,-12,15
364,2062,7Networks_RH_SomMot_18,74,129,180,0,61,-4,24
365,2063,7Networks_RH_SomMot_19,74,129,181,0,63,-12,28
366,2064,7Networks_RH_SomMot_20,74,130,174,0,61,7,31
367,2065,7Networks_RH_SomMot_21,74,130,175,0,58,-14,39
368,2066,7Networks_RH_SomMot_22,74,130,176,0,53,-5,38
