roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z
80,2028,7Networks_RH_SalVentAttn_Med_2,200,57,251,0,7,6,52
81,2029,7Networks_RH_Limbic_OFC_1,224,249,165,0,12,35,-20
82,2030,7Networks_RH_Limbic_TempPole_1,224,249,166,0,38,1,-38
83,2031,7Networks_RH_Cont_Par_1,234,147,35,0,57,-39,44
84,2032,7Networks_RH_Cont_Par_2,234,147,36,0,45,-63,46
85,2033,7Networks_RH_Cont_PFCl_1,233,148,34,0,30,58,-3
86,2034,7Networks_RH_Cont_PFCl_2,233,148,35,0,45,39,15
87,2035,7Networks_RH_Cont_PFCl_3,233,148,36,0,32,46,29
88,2036,7Networks_RH_Cont_PFCl_4,233,148,37,0,43,16,45
89,2037,7Networks_RH_Cont_Cing_1,234,148,37,0,5,-27,33
90,2038,7Networks_RH_Cont_PFCmp_1,234,148,38,0,6,28,30
91,2039,7Networks_RH_Cont_pCun_1,234,148,39,0,9,-66,43
92,2040,7Networks_RH_Default_Par_1,209,62,78,0,55,-51,31
93,2041,7Networks_RH_Default_Temp_1,209,61,79,0,62,-23,-19
94,2042,7Networks_RH_Default_Temp_2,209,61,80,0,51,7,-18
95,2043,7Networks_RH_Default_Temp_3,209,61,81,0,57,-26,-2
96,2044,7Networks_RH_Default_PFCv_1,209,61,78,0,35,26,-15
97,2045,7Networks_RH_Default_PFCv_2,209,61,82,0,51,28,0
98,2046,7Networks_RH_Default_PFCdPFCm_1,208,62,79,0,7,48,1
99,2047,7Networks_RH_Default_PFCdPFCm_2,208,62,80,0,11,50,39
100,2048,7Networks_RH_Default_PFCdPFCm_3,208,62,81,0,26,24,50
101,2049,7Networks_RH_Default_pCunPCC_1,208,62,78,0,12,-54,14
102,2050,7Networks_RH_Default_pCunPCC_2,208,62,82,0,7,-52,31
